product_id,detail_url,title,price,category,competitor,Productnummer,Kleur,Materiaal,Zits,Breedte,Hoogte,Diepte,description,Stofspecificatie,Poten,Binnenwerk zitting,Binnenwerk rug,Martindale,Afneembare hoes,Zithoogte,Bekleding,Herkomst,Armleuning,Diepte bank,Zitdiepte,Maximaal draaggewicht,Materiaal stof,Materiaal frame,De stof bestaat uit gemixte kleuren,Afmetingen losse elementen,Vulling,Afmetingen,Stofsamenstelling,Extra verlichting,Fitting,Lichtrichting,Stroomvoorziening,Snoerlengte,Geschikt voor buiten?,XS-XXL,Afmetingen kap,Lichtbron,Fitting ,Alfabet,Max. lichtopbrengst totaal,Afmeting kap ,Afmeting voet,Gewicht,Hoogte inclusief lampenkap ,Diameter voet ,Afmeting lampenkap ,Kap materiaal ,Binnenkant lampenkap ,Hoogte ,Kleur ,Materiaal ,Voetplaat ,Afwerking ,Info,Min. hoogte,Max. hoogte,Type fitting,Deze Tafellamp is ook verkrijgbaar met een houten voetje,Schakelaar,Max. lichtopbrengst per lamp,Tip,Totale afmetingen,Zuiver Gringo tafellamp geeft een gaaf lichtspel op tafel en muren en is verkrijgbaar in twee kleuren,Afmetingen voet,Lengte snoer,Afmeting staander,Afmeting kap,leverbaar in,Grid is er in twee kleuren,Kabel,De hoogte van de lamp is,De afmeting van de kap is,De hoogte van deze lamp is,De afmetingen van de kap zijn,Maximale hoogte,Maximale breedte,Diameter,Kabellengte,Lichtopbrengst lamp,Lichtkleur lamp,Afmetingen potten,Lengte touw,Lengte van de ketting,Met afstandsbediening,Basis; mangohout blank/ Kap,Diameter ,Lengte ketting ,Ketting ,Plafondcup ,Minimale hoogte,Lichtpunten,Lichtpunt,energieklasse,Diameter plafondplaat,Afmeting,In dit armatuur kan een lichtbron van energieklasse,Totaal lenge lamp,Energielabel,Lamp dimbaar,kleurmogelijkheden,Hoogte exclusief ketting ,Leverbaar in de volgende maten,Afmeting totale hoogte,Afmetingen glas,Afmetingen totale lengte (excl. snoer),Afmetingen totale lengte (incl. snoer),Snoer,Afmeting totale lengte,Hoogte kap,Opmerking,Materiaal lamp,Kleur lamp,Materiaal katrol,Maat,Hoogte excl. ketting ,Totale lengte,Afmetingen totale lengte,Afmetingen lamp,Lengte kabel,LIchtbronnen,Rond,Ovaal,Totale hoogte,Afmeting  50cm,Afmeting  70cm,Hoogte totale lamp incl snoer/ketting,De hanglamp Copen is leverbaar in 3 verschilende kleuren ,Aantal lichtpunten ,Gringo is er in twee kleuren,Afmeting totaal,Afmetingen lampenkap Sphere,Afmetingen lampenkap Cone,Zuiver Gringo Flat hanglamp is verkrijgbaar in twee kleuren,Het gekleurde glas van hanglamp Rose zorgt voor een warme gloed in elke ruimte. Verkrijgbaar in drie kleuren,Lichtbron (inclusief en vervangbaar),Afmetingen L,Afmetingen XL,Lengte kettingen,Afmetingen druppel,Totale hoogte lamp,Afmetingen bol,Maximale lengte,Minimale lengte,Lichtrbron,Lengte van het snoer,Gringo wandlamp van Zuiver is creëert een mooi lichtspel op de muur. Hij is verkrijgbaar in twee kleuren,De lamp is verkrijgbaar in twee kleuren,Verkrijgbaar in vier mooie matte kleuren,Max. belastbaar gewicht,Bekleding stoel,Maximale draaggewicht,Armleuning hoogte,Maximum draaggewicht,Zitting,Stof kleur,Armhoogte,LET OP,Frame,Materiaal patchwork,Materiaal leatherlook,Afmeting (hxbxd),Zithoogte  zitdiepte,Zithoogte x zitdiepte,Maximale belasting,Materiaal poten,Frame stoel,Zittling & rugleuning,Onderstel,Hoogte armleuning,Materiaal kuip,Materiaal sitting,Materiaal zitting,Leverbaar in,Maximaal draagvermogen,Afmetingen (hxbxd),Stijl,Materiaal stoffen stoel,Materiaal PU stoel,Natuur product,Pootjes,Stofsoort lampenkap ,Diepte boog ,Stavlak driepoot ,Sta vlak drie-poot ,Afmetingen marmer,"Snoer met aan/uit schakelaar, lengte",Afmetingen (ø x H),Afmetingen voet (ø x H),Verstelbaar in hoogte,Met schakelaar,Afmetingen lampenkap (ø x H),Afmetingen kap (øxh),Hoogte lamp,Materiaal voet,Materiaal kap,Afmeting standaard,Exclusief,Lampenkapjes,Afmetingen (bxdxh),Afmetingen (hxb),Afmeting (hxd),Afmeting kap (Øxh) ,Asymmetrische kap van textiel Gecoat metalen voet Lichtbron,Lampenkap,Afmeting bed,Hoogte poot,Stoffering,Vloerkleden,Vorm vloerkleed,Inhoud,Inhoud ,Reinigen,Binnenwerk zitting en rugkussen,Verhouding stof,Binnenwerk frame,Vering,Inhoud zitkussens,Inhoud rugkussens,Afmetingen 2-zits,Afmetingen 3-zits,3-zit,"3,5-zit",4-zit,Zit diepte,Let op,Stof,Behandeling,Stofeigenschappen,Materiaal dragende delen,Binnen werk rug,Afmeting rugkussen,Afmetingen (lxbxh),Zithoogte en -diepte,Hocker,Materiaal bar vintage brown,Armhoogte en -breedte,Onderhoud,"Deze prachtige fauteuil heeft een zachte stof en zit vol mooie details, geïnspireerd op de jaren twintig. Een klassieke look die weer helemaal hip is. Verkrijgbaar in de kleuren",Maximale draagkracht,Zit hoogte
12830,https://loods5.nl/product/5050/vloerlamp-elle/12830,Vloerlamp Elle,"269,-",floor_lights,loods_5,0637-0065-01,Zilver,metaal,,,"180,0 cm",,,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Verstelbaar,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12233,https://loods5.nl/product/4765/vloerlamp-sola-rond/12233,Vloerlamp Sola rond,"89,-",floor_lights,loods_5,0637-0053-01,Zilver,metaal,,"25,0 cm","137,0 cm","25,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12095,https://loods5.nl/product/4707/lamp-rattan/12095,Lamp rattan,"50,-",floor_lights,loods_5,0300-0360-01,Naturel,Rattan,,"33,0 cm","55,0 cm",,,,,,,,,,,,,,,,,,,,,,,schakelaar,,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11970,https://loods5.nl/product/4657/seventy-vloerlamp-2-lichts/11970,SEVENTY VLOERLAMP 2-LICHTS,"79,95",floor_lights,loods_5,0812-0030-01,Zwart,,,"33,5 cm","144,0 cm","23,0 cm","Seventy vloerlamp 2-lichts, vintage vloerlamp met 2 verstelbare kapjes. De kapjes zijn goudkleurig aan de binnenkant.",,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11966,https://loods5.nl/product/4655/seventy-vloerlamp-xl/11966,SEVENTY VLOERLAMP XL,"89,95",floor_lights,loods_5,0812-0029-01,Zwart,,,"25,0 cm","155,0 cm","75,0 cm","SEVENTY XL VLOERLAMP, dit is een trendy booglamp in het zwart. de binnenkant van de kap is goudkleurig en ruw bewerkt voor een luxe uitstraling.",,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957,https://loods5.nl/product/4650/vloerlamp-portland/11957,Vloerlamp Portland,"289,95",floor_lights,loods_5,0439-0407-01,Grijs,Aluminium,,"90,0 cm","160,0 cm","90,0 cm",,,,,,,,,,India,,,,,,,,,,,,Exclusief lichtbron,E27,Verstelbaar,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836,https://loods5.nl/product/4599/vloerlamp-woodstock/11836,Vloerlamp Woodstock,"189,95",floor_lights,loods_5,0832-0131-01,Zwart,metaal,,,"182,0 cm",,Bijzondere vloerlamp met vintage uitstraling gemaakt van oude looplamp op zwart metalen voet.,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11756,https://loods5.nl/product/4549/vloerlamp-office/11756,Vloerlamp Office,"125,-",floor_lights,loods_5,0832-0127-01,Grijs,metaal,,,"141,0 cm","20,0 cm",Industriële vloerlamp in vintage grijs afgewerkt. Met verstelbare kap.,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11583,https://loods5.nl/product/4449/staande-lamp-tribeca-wit/11583,Staande lamp Tribeca wit,"150,-",floor_lights,loods_5,0300-0359-01,Wit,messing,,"90,0 cm","130,0 cm","54,0 cm",,,,,,,,,,,,,,,,,,,,,,schakelaar,E14,Verstelbaar,Netstroom,,,, ø19 cm x 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11560,https://loods5.nl/product/4435/vloerlamp-toscane/11560,Vloerlamp Toscane,"499,95",floor_lights,loods_5,0439-0395-01,Zilver,Aluminium,,"36,0 cm","170,0 cm","36,0 cm",,,,,,,,,,India,,,,,,,,,,,,Exclusief lichtbron,E27,Verstelbaar,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,https://loods5.nl/product/4416/vloerlamp-denver-grijs-kap/11510,Vloerlamp Denver grijs + kap,"259,-",floor_lights,loods_5,0637-0045-01,Grijs,"Hout, linnen",,"55,0 cm","165,0 cm","55,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,https://loods5.nl/product/4415/vloerlamp-denver-wit-kap/11505,Vloerlamp Denver wit + kap,"259,-",floor_lights,loods_5,0637-0044-01,"Blauw, Wit","Hout, katoen",,"55,0 cm","165,0 cm","55,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,https://loods5.nl/product/4396/vloerlamp-denver-naturel-kap/11467,Vloerlamp Denver naturel + kap,"259,-",floor_lights,loods_5,0637-0043-01,Naturel,"Hout, linnen",,"55,0 cm","165,0 cm","55,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11320,https://loods5.nl/product/4342/vloerlamp-harwood-met-lampenkap-zwart/11320,Vloerlamp Harwood met lampenkap zwart,"319,-",floor_lights,loods_5,0637-0037-01,"Zwart, Naturel","Hout, Stof",,"60,0 cm","176,0 cm","60,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," uni stof, licht glimmend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,https://loods5.nl/product/4341/vloerlamp-harwood/11319,Vloerlamp Harwood,"249,-",floor_lights,loods_5,0637-0036-01,"Zwart, Naturel",Hout,,"30,0 cm","148,0 cm","30,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11052,https://loods5.nl/product/4228/vloerlamp-giorgio/11052,Vloerlamp Giorgio,"119,95",floor_lights,loods_5,0439-0368-01,Zilver,Aluminium,,"23,0 cm","138,0 cm","23,0 cm",,,,,,,,,,India,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10797,https://loods5.nl/product/4150/staande-lamp-madison/10797,Staande lamp Madison,"125,-",floor_lights,loods_5,0300-0349-01,Zwart,messing,,"41,0 cm","133,0 cm","23,0 cm",,,,,,,,,,,,,,,,,,,,,,schakelaar,E14,Verstelbaar,Netstroom,,,, ø 22 cm x 14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,https://loods5.nl/product/3903/factory-pro-vloerlamp-zwart/10158,Factory pro vloerlamp zwart,"129,95",floor_lights,loods_5,0812-0024-01,Zwart,metaal,,,"155,0 cm",,"Moderne vloerlamp met een industriële uitstraling met 2 spotjes. Inclusief LED
verlichting in een mat zwarte uitvoering.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,https://loods5.nl/product/3899/factory-pro-vloerlamp-grijs/10154,Factory pro vloerlamp grijs,"129,95",floor_lights,loods_5,0812-0020-01,Grijs,metaal,,"30,0 cm","155,0 cm","30,0 cm",Vloerlamp met 2 verstelbare spots. incl. GU-10 LED lichtbronnen van 5watt. Deze spots zijn eventueel dimbaar. Maar worden niet dimbaar geleverd.,,,,,,,,,,,,,,,,,,,,,,,"Rondom, Verstelbaar",Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,https://loods5.nl/product/3882/vloerlamp-olaf/10131,Vloerlamp Olaf,"89,95",floor_lights,loods_5,0439-0346-01,Zwart,metaal,,"50,0 cm","122,0 cm","50,0 cm",,,,,,,,,,China,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,, 60 watt,,, 4.2 kgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,https://loods5.nl/product/3779/vloerlamp-baltimore/9941,Vloerlamp Baltimore,"109,95",floor_lights,loods_5,0439-0344-02,Zwart,Hout,,"75,0 cm","130,0 cm","75,0 cm",,,,,,,,,,India,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,https://loods5.nl/product/3467/vloerlamp-rico-wit-kap/9213,Vloerlamp Rico wit + kap,"169,-",floor_lights,loods_5,0637-0019-01,"Blauw, Wit","Hout, katoen",,"60,0 cm","165,0 cm",,,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,, wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, zacht katoen / linnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,https://loods5.nl/product/3466/vloerlamp-rico-wit/9212,Vloerlamp Rico wit,"79,-",floor_lights,loods_5,0637-0018-01,Wit,Hout,,"24,0 cm","135,0 cm","24,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27,,,,,,,,,,,,, Hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,https://loods5.nl/product/3440/edison-the-grand-tuinlamp/9151,Edison the Grand Tuinlamp,"479,-",floor_lights,loods_5,0293-0203-01,Wit,Kunststof,,"60,0 cm","90,0 cm","60,0 cm",,,,,,,,,,,,,,,,,,,,,,"inclusief lichtbron, schakelaar, Dimbaar",,Rondom,Accu (oplaadbaar),,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,https://loods5.nl/product/3400/vloerlamp-oakley-chroom/9100,Vloerlamp Oakley chroom,"269,-",floor_lights,loods_5,0637-0011-01,Zilver,chroom,,,"142,0 cm",,,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Verstelbaar,Netstroom,,,,,, E27,,,,,,,,,,, 142 cm, Chroom,, 24 x 28 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,https://loods5.nl/product/3397/vloerlamp-deco-grijs/9074,Vloerlamp Deco grijs,"119,-",floor_lights,loods_5,0637-0010-01,Grijs,metaal,,,,,,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Verstelbaar,Netstroom,,,,,, 1 x E27 fitting,,,,,,,,,,, verstelbaar 137 - 163 cm, Grijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,https://loods5.nl/product/3266/vloerlamp-denver/9066,Vloerlamp Denver,"169,-",floor_lights,loods_5,0637-0008-01,Naturel,Hout,,,"132,0 cm",,,,,,,,,,,Nederland,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,, E27 fitting,,,,,,,,,,, 132 cm,, Gebruikt steigerhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,https://loods5.nl/product/2878/tolomeo-mega-terra-vloerlamp/7770,Tolomeo Mega Terra Vloerlamp,"679,95",floor_lights,loods_5,0293-0179-01,"Wit, Zilver","Aluminium, staal",,"196,0 cm","327,0 cm",,,,,,,,,,,,,,,,,,,,,,,"Exclusief lichtbron, schakelaar, Dimbaar",E27,Verstelbaar,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,https://loods5.nl/product/2812/tolomeo-terra-vloerlamp/7623,Tolomeo Terra Vloerlamp,"475,-",floor_lights,loods_5,0293-0176-01,Zilver,,,"134,0 cm","223,0 cm",,,,,,,,,,,,,,,,,,,,,,,"Exclusief lichtbron, schakelaar",E27,Naar boven en beneden,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
