product_id,detail_url,title,price,category,competitor,product_type,Ladehoogte (binnenkant),Lengte,Breedte,Hoogte,Ladebreedte (binnenkant),Ladediepte (binnenkant),Verhoogd hoofdeinde,Matraslengte,Matrasbreedte,description,Verhoogd voeteneinde,Vrije hoogte onder meubel,"Hoogte, 2 bedden",Diepte,Zitdiepte,Zithoogte,Hoogte armleuning,Hoogte inclusief rugkussens,Breedte armleuning,Zitbreedte,Hoogte rugleuning,Aantal zitplaatsen,Max. hoogte,Min. zithoogte,Max. zithoogte,Diameter,Hoogte lampenkap,Snoerlengte,Diameter lampenkap,Vermogen,Dikte,Aantal per verpakking,Diameter voet,Breedte lampenkap,Bedbreedte,Bedlengte,Lengte uitgeklapt,Breedte uitgeklapt,Min. diepte,Max. diepte,Diepe chaise longue,"Zitdiepte, chaise longue",Matrasdikte,Bedhoogte,Breedte rechts,Breedte links,Max. zitdiepte,Min. zitdiepte,Oppervlak,Min. poolhoogte,Min. oppervlakte,Min. lengte,Zitbreedte rechts,Zitbreedte links,Min. breedte,Max. breedte,"Zitbreedte, chaise longue",Min. hoogte,Lengte ketting,Diameter wandbevestiging,Verzinkingsdiameter,Max. diameter,Totale hoogte,Max. belasting/fauteuilonderstel,Max. belasting,Max. lengte,Inhoud
40346580,https://www.ikea.com/nl/nl/catalog/products/40346580/,YPPERLIG,49.95,dining_chairs,ikea,"Armleunstoel, binnen/buiten, groen",,,,83 cm,,,,,,"Geïnspireerd op de klassieke caféstoel van gebogen hout die in de 19e eeuw in Wenen gebruikelijk was. Uit één stuk gegoten, dus je hoeft niet te schroeven. Bovendien UV-behandeld en goedgekeurd voor openbare ruimtes binnens- en buitenshuis.",,,,51 cm,43 cm,46 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60346579,https://www.ikea.com/nl/nl/catalog/products/60346579/,YPPERLIG,49.95,dining_chairs,ikea,"Armleunstoel, binnen/buiten, lichtgrijs",,,,83 cm,,,,,,"Geïnspireerd op de klassieke caféstoel van gebogen hout die in de 19e eeuw in Wenen gebruikelijk was. Uit één stuk gegoten, dus je hoeft niet te schroeven. Bovendien UV-behandeld en goedgekeurd voor openbare ruimtes binnens- en buitenshuis.",,,,51 cm,43 cm,46 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430863,https://www.ikea.com/nl/nl/catalog/products/10430863/,RÖNNINGE,69.95,dining_chairs,ikea,"Eetkamerstoel, zwart",,,,79 cm,,,,,,"De zichtbare adering van het hout verzacht de robuuste constructie, waardoor de stoel warm en gezellig overkomt. Het eenvoudige, stijlvolle design, geïnspireerd op stoelen uit de jaren '50 en '60, komt bijna overal tot zijn recht.",,,,49 cm,41 cm,45 cm,,,,41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422504,https://www.ikea.com/nl/nl/catalog/products/10422504/,RÖNNINGE,69.95,dining_chairs,ikea,"Eetkamerstoel, berken",,,,79 cm,,,,,,"De zichtbare adering van het hout verzacht de robuuste constructie, waardoor de stoel warm en gezellig overkomt. Het eenvoudige, stijlvolle design, geïnspireerd op stoelen uit de jaren '50 en '60, komt bijna overal tot zijn recht.",,,,49 cm,41 cm,45 cm,,,,41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00211088,https://www.ikea.com/nl/nl/catalog/products/00211088/,STEFAN,19.95,dining_chairs,ikea,"Eetkamerstoel, bruinzwart",,,,90 cm,,,,,,Massief hout is een slijtvast natuurmateriaal.,,,,49 cm,39 cm,45 cm,,,,36 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60341015,https://www.ikea.com/nl/nl/catalog/products/60341015/,EKEDALEN,49.95,dining_chairs,ikea,"Eetkamerstoel, wit, Orrsta lichtgrijs",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69265286,https://www.ikea.com/nl/nl/catalog/products/S69265286/,EKEDALEN,59.95,dining_chairs,ikea,"Eetkamerstoel, eiken, Gunnared donkergroen",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19265279,https://www.ikea.com/nl/nl/catalog/products/S19265279/,EKEDALEN,59.95,dining_chairs,ikea,"Eetkamerstoel, bruin, Gunnared donkergroen",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09265270,https://www.ikea.com/nl/nl/catalog/products/S09265270/,EKEDALEN,59.95,dining_chairs,ikea,"Eetkamerstoel, wit, Gunnared donkergroen",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29265274,https://www.ikea.com/nl/nl/catalog/products/S29265274/,EKEDALEN,59.95,dining_chairs,ikea,"Eetkamerstoel, donkerbruin, Gunnared donkergroen",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60247051,https://www.ikea.com/nl/nl/catalog/products/60247051/,GAMLEBY,39.95,dining_chairs,ikea,"Eetkamerstoel, licht antiekbeits, grijs",,,,85 cm,,,,,,De rugleuning maakt dat je comfortabel zit en de strikvormige dwarslat geeft de stoel een speciaal uiterlijk. Bij voorkeur te completeren met de GAMLEBY tafel.,,,,50 cm,38 cm,45 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40182244,https://www.ikea.com/nl/nl/catalog/products/40182244/,KAUSTBY,39.95,dining_chairs,ikea,"Eetkamerstoel, bruinzwart",,,,103 cm,,,,,,Massief grenen is een natuurmateriaal dat in de loop der jaren steeds mooier wordt en een geheel eigen karakter krijgt.,,,,48 cm,41 cm,46 cm,,,,44 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40044196,https://www.ikea.com/nl/nl/catalog/products/40044196/,KAUSTBY,39.95,dining_chairs,ikea,"Eetkamerstoel, antiekbeits",,,,103 cm,,,,,,Massief grenen is een natuurmateriaal dat in de loop der jaren steeds mooier wordt en een geheel eigen karakter krijgt.,,,,48 cm,41 cm,46 cm,,,,44 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09219527,https://www.ikea.com/nl/nl/catalog/products/S09219527/,MARTIN,24.95,dining_chairs,ikea,"Eetkamerstoel, zwart, zwart",,,,86 cm,,,,,,"De stoelen zijn stapelbaar, zodat ze minder plaats innemen als ze niet worden gebruikt.",,,,52 cm,38 cm,45 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09219532,https://www.ikea.com/nl/nl/catalog/products/S09219532/,MARTIN,24.95,dining_chairs,ikea,"Eetkamerstoel, zwart, wit",,,,86 cm,,,,,,"De stoelen zijn stapelbaar, zodat ze minder plaats innemen als ze niet worden gebruikt.",,,,52 cm,38 cm,45 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60105829,https://www.ikea.com/nl/nl/catalog/products/60105829/,HARRY,29.95,dining_chairs,ikea,"Eetkamerstoel, berken, Blekinge wit",,,,96 cm,,,,,,De bekleding is machinewasbaar. Door de hoge rugleuning en zitting van polyesterwatten zit je comfortabel.,,,,50 cm,37 cm,47 cm,,,,48 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50185303,https://www.ikea.com/nl/nl/catalog/products/50185303/,NORRNÄS,79.95,dining_chairs,ikea,"Eetkamerstoel, wit, Isunda grijs",,,,95 cm,,,,,,"De basis voor alle goede gesprekken is een lekkere stoel om in te zitten, met een hoge, afgeronde rugleuning en een gestoffeerde zittig. De stoel NORRNÄS heeft het allemaal en heeft bovendien een zuiver en eerlijk, typisch Scandinavisch design.",,,,53 cm,40 cm,46 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70177496,https://www.ikea.com/nl/nl/catalog/products/70177496/,NORRNÄS,79.95,dining_chairs,ikea,"Eetkamerstoel, zwart, Isunda grijs",,,,95 cm,,,,,,"De basis voor alle goede gesprekken is een lekkere stoel om in te zitten, met een hoge, afgeronde rugleuning en een gestoffeerde zittig. De stoel NORRNÄS heeft het allemaal en heeft bovendien een zuiver en eerlijk, typisch Scandinavisch design.",,,,53 cm,40 cm,46 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70264281,https://www.ikea.com/nl/nl/catalog/products/70264281/,LERHAMN,34.95,dining_chairs,ikea,"Eetkamerstoel, zwartbruin, Vittaryd beige",,,,85 cm,,,,,,"Het stoelonderstel is gemaakt van massief hout, een slijtvast natuurmateriaal.",,,,49 cm,38 cm,48 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20259423,https://www.ikea.com/nl/nl/catalog/products/20259423/,LERHAMN,34.95,dining_chairs,ikea,"Eetkamerstoel, licht antiekbeits, Vittaryd beige",,,,85 cm,,,,,,"Het stoelonderstel is gemaakt van massief hout, een slijtvast natuurmateriaal.",,,,49 cm,38 cm,48 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115067,https://www.ikea.com/nl/nl/catalog/products/10115067/,NISSE,19.95,dining_chairs,ikea,"Klapstoel, hoogglans wit, verchroomd",,,,76 cm,,,,,,De stoel is lichtgewicht en is eenvoudig te pakken en uit te klappen als je je tafel verlengd hebt voor extra dinergasten. Net zo gemakkelijk in te klappen en op te bergen wanneer hij niet wordt gebruikt.,,,,47 cm,42 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30115066,https://www.ikea.com/nl/nl/catalog/products/30115066/,NISSE,9.99,dining_chairs,ikea,"Klapstoel, zwart",,,,76 cm,,,,,,De stoel is lichtgewicht en is eenvoudig te pakken en uit te klappen als je je tafel verlengd hebt voor extra dinergasten. Net zo gemakkelijk in te klappen en op te bergen wanneer hij niet wordt gebruikt.,,,,47 cm,42 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90412426,https://www.ikea.com/nl/nl/catalog/products/90412426/,NISSE,9.99,dining_chairs,ikea,"Klapstoel, donker blauwpaars",,,,76 cm,,,,,,De stoel is lichtgewicht en is eenvoudig te pakken en uit te klappen als je je tafel verlengd hebt voor extra dinergasten. Net zo gemakkelijk in te klappen en op te bergen wanneer hij niet wordt gebruikt.,,,,47 cm,42 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10219178,https://www.ikea.com/nl/nl/catalog/products/10219178/,ADDE,9.99,dining_chairs,ikea,"Eetkamerstoel, wit",,,,77 cm,,,,,,"De stoelen zijn stapelbaar, zodat ze minder plaats innemen als ze niet worden gebruikt.",,,,47 cm,34 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225928,https://www.ikea.com/nl/nl/catalog/products/10225928/,ADDE,9.99,dining_chairs,ikea,"Eetkamerstoel, grijs, wit",,,,77 cm,,,,,,"De stoelen zijn stapelbaar, zodat ze minder plaats innemen als ze niet worden gebruikt.",,,,47 cm,34 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90214285,https://www.ikea.com/nl/nl/catalog/products/90214285/,ADDE,9.99,dining_chairs,ikea,"Eetkamerstoel, zwart",,,,77 cm,,,,,,"De stoelen zijn stapelbaar, zodat ze minder plaats innemen als ze niet worden gebruikt.",,,,47 cm,34 cm,45 cm,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40217795,https://www.ikea.com/nl/nl/catalog/products/40217795/,FRODE,29.95,dining_chairs,ikea,"Klapstoel, turkoois",,,,80 cm,,,,,,"De stoel is opklapbaar, dat bespaart plaats als deze niet wordt gebruikt.",,,,55 cm,41 cm,46 cm,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60217799,https://www.ikea.com/nl/nl/catalog/products/60217799/,GUNDE,5.99,dining_chairs,ikea,"Klapstoel, wit",,,,78 cm,,,,,,"Hoeveel voordelen kan een stoel hebben? Kijk eens naar deze. Hij is opklapbaar, maar toch veilig. Stevig genoeg voor iemand die 100 kg weegt, en toch ook licht. Heb je te weinig plaats? Hang hem aan de muur.",,,,45 cm,34 cm,45 cm,,,,37 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00217797,https://www.ikea.com/nl/nl/catalog/products/00217797/,GUNDE,5.99,dining_chairs,ikea,"Klapstoel, zwart",,,,78 cm,,,,,,"Hoeveel voordelen kan een stoel hebben? Kijk eens naar deze. Hij is opklapbaar, maar toch veilig. Stevig genoeg voor iemand die 100 kg weegt, en toch ook licht. Heb je te weinig plaats? Hang hem aan de muur.",,,,45 cm,34 cm,45 cm,,,,37 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80222441,https://www.ikea.com/nl/nl/catalog/products/80222441/,TERJE,14.95,dining_chairs,ikea,"Klapstoel, wit",,,,77 cm,,,,,,"Perfect voor de ontbijthoek of wanneer je extra stoelen nodig hebt voor dinergasten of een feest. Door de opening in de rugleuning kan je de stoel aan de muur hangen, zodat je meer ruimte krijgt als hij niet wordt gebruikt.",,,,51 cm,33 cm,46 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64833108,https://www.ikea.com/nl/nl/catalog/products/64833108/,TERJE,14.95,dining_chairs,ikea,"Klapstoel, beuken",,,,77 cm,,,,,,"Perfect voor de ontbijthoek of wanneer je extra stoelen nodig hebt voor dinergasten of een feest. Door de opening in de rugleuning kan je de stoel aan de muur hangen, zodat je meer ruimte krijgt als hij niet wordt gebruikt.",,,,51 cm,33 cm,46 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00222440,https://www.ikea.com/nl/nl/catalog/products/00222440/,TERJE,14.95,dining_chairs,ikea,"Klapstoel, zwart",,,,77 cm,,,,,,"Perfect voor de ontbijthoek of wanneer je extra stoelen nodig hebt voor dinergasten of een feest. Door de opening in de rugleuning kan je de stoel aan de muur hangen, zodat je meer ruimte krijgt als hij niet wordt gebruikt.",,,,51 cm,33 cm,46 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40225677,https://www.ikea.com/nl/nl/catalog/products/40225677/,TERJE,14.95,dining_chairs,ikea,"Klapstoel, rood",,,,77 cm,,,,,,"Perfect voor de ontbijthoek of wanneer je extra stoelen nodig hebt voor dinergasten of een feest. Door de opening in de rugleuning kan je de stoel aan de muur hangen, zodat je meer ruimte krijgt als hij niet wordt gebruikt.",,,,51 cm,33 cm,46 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50350939,https://www.ikea.com/nl/nl/catalog/products/50350939/,TEODORES,24.95,dining_chairs,ikea,"Eetkamerstoel, groen",,,,80 cm,,,,,,De stoel is gemakkelijk op te bergen als je hem niet gebruikt; er kunnen er max. 6 op elkaar worden gestapeld.,,,,54 cm,37 cm,45 cm,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90350937,https://www.ikea.com/nl/nl/catalog/products/90350937/,TEODORES,24.95,dining_chairs,ikea,"Eetkamerstoel, wit",,,,80 cm,,,,,,De stoel is gemakkelijk op te bergen als je hem niet gebruikt; er kunnen er max. 6 op elkaar worden gestapeld.,,,,54 cm,37 cm,45 cm,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00246078,https://www.ikea.com/nl/nl/catalog/products/00246078/,JANINGE,39.95,dining_chairs,ikea,"Eetkamerstoel, wit",,,,76 cm,,,,,,"Toen onze designers de uitdaging kregen om design, functie en kwaliteit in 1 stoel te combineren, ontwierpen ze JANINGE. Slijtvast genoeg voor gebruik in een restaurant en met een design dat je graag mee naar huis wilt nemen.",,,,46 cm,40 cm,44 cm,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40422442,https://www.ikea.com/nl/nl/catalog/products/40422442/,BJURÅN,69.95,dining_chairs,ikea,"Eetkamerstoel, donkerrood",,,42 cm,88 cm,,,,,,IKEA bestaat wereldwijd 75 jaar en om dat te vieren hebben wij favorieten van vroeger verzameld in een speciale collectie. Weet jij nog in welk decennium dit product gelanceerd werd?,,,,52 cm,41 cm,46 cm,,,,41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00346577,https://www.ikea.com/nl/nl/catalog/products/00346577/,YPPERLIG,69.95,dining_chairs,ikea,"Armleunstoel, Gunnared donkergrijs",,,,83 cm,,,,,,"Geïnspireerd op de klassieke caféstoel van gebogen hout die in de 19e eeuw in Wenen gebruikelijk was. Uit één stuk gegoten, dus je hoeft niet te schroeven. Bovendien UV-behandeld en goedgekeurd voor openbare ruimtes binnenshuis.",,,,51 cm,43 cm,48 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80346578,https://www.ikea.com/nl/nl/catalog/products/80346578/,YPPERLIG,89.95,dining_chairs,ikea,"Fauteuil, Gunnared donkergrijs",,,62 cm,72 cm,,,,,,"Geïnspireerd op de klassieke caféstoel van gebogen hout die in de 19e eeuw in Wenen gebruikelijk was. Uit één stuk gegoten, dus je hoeft niet te schroeven. Bovendien UV-behandeld en goedgekeurd voor openbare ruimtes binnenshuis.",,,,64 cm,53 cm,40 cm,,,,49 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90246291,https://www.ikea.com/nl/nl/catalog/products/90246291/,INGATORP,89.95,dining_chairs,ikea,"Armleunstoel, wit, Nordvalla beige",,,,99 cm,,,,,,"Een comfortabele en royale stoel met armleuningen die de armen goed ondersteunen tijdens het eten. Toch is de stoel tegen de tafel aan te schuiven, zodat hij minder plaats inneemt als er niemand op zit.",,,,63 cm,44 cm,48 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30246289,https://www.ikea.com/nl/nl/catalog/products/30246289/,INGATORP,89.95,dining_chairs,ikea,"Armleunstoel, zwart, Nolhaga grijs/beige",,,,99 cm,,,,,,"Een comfortabele en royale stoel met armleuningen die de armen goed ondersteunen tijdens het eten. Toch is de stoel tegen de tafel aan te schuiven, zodat hij minder plaats inneemt als er niemand op zit.",,,,63 cm,44 cm,48 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89279027,https://www.ikea.com/nl/nl/catalog/products/S89279027/,SAKARIAS,149,dining_chairs,ikea,"Armleunstoel, zwart, Inseros wit",,,,96 cm,,,,,,"Perfect voor langdurige etentjes, omdat de lengte en hoogte van de armleuningen, de hoek van de rugleuning en de extra dikke zitting de stoel comfortabel maken.",,,,67 cm,47 cm,52 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69279028,https://www.ikea.com/nl/nl/catalog/products/S69279028/,SAKARIAS,149,dining_chairs,ikea,"Armleunstoel, zwart, Sporda donkergrijs",,,,96 cm,,,,,,"Perfect voor langdurige etentjes, omdat de lengte en hoogte van de armleuningen, de hoek van de rugleuning en de extra dikke zitting de stoel comfortabel maken.",,,,67 cm,47 cm,52 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60384340,https://www.ikea.com/nl/nl/catalog/products/60384340/,SAKARIAS,25,dining_chairs,ikea,"Bekleding armleunstoel, Inseros wit",,,,,,,,,,"De bekleding is afneembaar voor de machinewas, dus knoeien is geen ramp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60384335,https://www.ikea.com/nl/nl/catalog/products/60384335/,SAKARIAS,25,dining_chairs,ikea,"Bekleding armleunstoel, Sporda donkergrijs",,,,,,,,,,"De bekleding is afneembaar voor de machinewas, dus knoeien is geen ramp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80187683,https://www.ikea.com/nl/nl/catalog/products/80187683/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Linneryd naturel",,,,,,,,,,De hoes is eenvoudig aan te brengen en te verwijderen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141170,https://www.ikea.com/nl/nl/catalog/products/10141170/,HENRIKSDAL,30,dining_chairs,ikea,"Lange hoes voor stoel, Blekinge wit",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50301637,https://www.ikea.com/nl/nl/catalog/products/50301637/,HENRIKSDAL,30,dining_chairs,ikea,"Lange hoes voor stoel, Risane grijs",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19203007,https://www.ikea.com/nl/nl/catalog/products/S19203007/,HENRIKSDAL,69.95,dining_chairs,ikea,"Stoel met lange hoes, berken, Orrsta lichtgrijs",,,,97 cm,,,,,,De stoelpoten zijn gemaakt van massief hout en dat is een slijtvast natuurmateriaal.,,,,58 cm,42 cm,47 cm,,,,51 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39872964,https://www.ikea.com/nl/nl/catalog/products/S39872964/,HENRIKSDAL,59.95,dining_chairs,ikea,"Eetkamerstoel, berken, Linneryd naturel",,,,97 cm,,,,,,Door de hoge rugleuning en zitting van polyesterwatten zit je comfortabel.,,,,58 cm,42 cm,47 cm,,,,51 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09297092,https://www.ikea.com/nl/nl/catalog/products/S09297092/,HENRIKSDAL,59.95,dining_chairs,ikea,"Stoel met bekleding, donkerbruin, Nykvarn rood",,,,,,,,,,"Na lange en levendige maaltijden is het goed te weten dat de hoezen wasbaar zijn. HENRIKSDAL is misschien ook wel onze meest comfortabele stoel. Telkens als je gaat zitten, word je eraan herinnerd hoe lekker zacht hij zit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20370873,https://www.ikea.com/nl/nl/catalog/products/20370873/,HENRIKSDAL,30,dining_chairs,ikea,"Lange hoes voor stoel, Orrsta lichtgrijs",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70336674,https://www.ikea.com/nl/nl/catalog/products/70336674/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Orrsta lichtgrijs",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10245610,https://www.ikea.com/nl/nl/catalog/products/10245610/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Dansbo donkergrijs",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00336601,https://www.ikea.com/nl/nl/catalog/products/00336601/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Finnsta turkoois",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50336608,https://www.ikea.com/nl/nl/catalog/products/50336608/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Skiftebo donkeroranje",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40336595,https://www.ikea.com/nl/nl/catalog/products/40336595/,HENRIKSDAL,10,dining_chairs,ikea,"Stoelovertrek, Gräsbo wit",,,,,,,,,,De wasbare hoes van het HENRIKSDAL stoelonderstel is eenvoudig afneembaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70437927,https://www.ikea.com/nl/nl/catalog/products/70437927/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Lingbo veelkleurig",,,,,,,,,,"De weeftechniek geeft de fluwelen stof het karakteristieke zachte oppervlak en de lichte glans. Dit fluweel is geweven van viscose en polyester, waardoor het bestand is tegen wrijving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
