product_id,detail_url,title,price,category,competitor,product_type,Ladehoogte (binnenkant),Lengte,Breedte,Hoogte,Ladebreedte (binnenkant),Ladediepte (binnenkant),Verhoogd hoofdeinde,Matraslengte,Matrasbreedte,description,Verhoogd voeteneinde,Vrije hoogte onder meubel,"Hoogte, 2 bedden",Diepte,Zitdiepte,Zithoogte,Hoogte armleuning,Hoogte inclusief rugkussens,Breedte armleuning,Zitbreedte,Hoogte rugleuning,Aantal zitplaatsen,Max. hoogte,Min. zithoogte,Max. zithoogte,Diameter,Hoogte lampenkap,Snoerlengte,Diameter lampenkap,Vermogen,Dikte,Aantal per verpakking,Diameter voet,Breedte lampenkap,Bedbreedte,Bedlengte,Lengte uitgeklapt,Breedte uitgeklapt,Min. diepte,Max. diepte,Diepe chaise longue,"Zitdiepte, chaise longue",Matrasdikte,Bedhoogte,Breedte rechts,Breedte links,Max. zitdiepte,Min. zitdiepte,Oppervlak,Min. poolhoogte,Min. oppervlakte,Min. lengte,Zitbreedte rechts,Zitbreedte links,Min. breedte,Max. breedte,"Zitbreedte, chaise longue",Min. hoogte,Lengte ketting,Diameter wandbevestiging,Verzinkingsdiameter,Max. diameter,Totale hoogte,Max. belasting/fauteuilonderstel,Max. belasting,Max. lengte,Inhoud
90437912,https://www.ikea.com/nl/nl/catalog/products/90437912/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Djuparp donkergroen",,,,,,,,,,"De weeftechniek geeft de fluwelen stof het karakteristieke zachte oppervlak en de lichte glans. Dit fluweel is geweven van viscose en polyester, waardoor het bestand is tegen wrijving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70438564,https://www.ikea.com/nl/nl/catalog/products/70438564/,HENRIKSDAL,20,dining_chairs,ikea,"Stoelovertrek, Nykvarn donkerrood",,,,,,,,,,"De weeftechniek geeft de fluwelen stof het karakteristieke zachte oppervlak en de lichte glans. Dit fluweel is geweven van viscose en polyester, waardoor het bestand is tegen wrijving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60377047,https://www.ikea.com/nl/nl/catalog/products/60377047/,EKEDALEN,10,dining_chairs,ikea,"Stoelovertrek, Orrsta lichtblauw",,,,,,,,,,De hoes is eenvoudig afneembaar voor de machinewas en gemakkelijk weer aan te brengen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40377048,https://www.ikea.com/nl/nl/catalog/products/40377048/,EKEDALEN,10,dining_chairs,ikea,"Stoelovertrek, Orrsta lichtgrijs",,,,,,,,,,De hoes is eenvoudig afneembaar voor de machinewas en gemakkelijk weer aan te brengen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20377049,https://www.ikea.com/nl/nl/catalog/products/20377049/,EKEDALEN,10,dining_chairs,ikea,"Stoelovertrek, Gunnared donkergroen",,,,,,,,,,De hoes is eenvoudig afneembaar voor de machinewas en gemakkelijk weer aan te brengen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80377046,https://www.ikea.com/nl/nl/catalog/products/80377046/,EKEDALEN,10,dining_chairs,ikea,"Stoelovertrek, Orrsta zwartblauw",,,,,,,,,,De hoes is eenvoudig afneembaar voor de machinewas en gemakkelijk weer aan te brengen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80341019,https://www.ikea.com/nl/nl/catalog/products/80341019/,EKEDALEN,49.95,dining_chairs,ikea,"Eetkamerstoel, bruin, Orrsta lichtgrijs",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40341021,https://www.ikea.com/nl/nl/catalog/products/40341021/,EKEDALEN,49.95,dining_chairs,ikea,"Eetkamerstoel, eiken, Orrsta lichtgrijs",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80340760,https://www.ikea.com/nl/nl/catalog/products/80340760/,EKEDALEN,49.95,dining_chairs,ikea,"Eetkamerstoel, donkerbruin, Orrsta lichtgrijs",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89297069,https://www.ikea.com/nl/nl/catalog/products/S89297069/,EKEDALEN,59.95,dining_chairs,ikea,"Eetkamerstoel, zwart, Gunnared donkergroen",,,,,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00434395,https://www.ikea.com/nl/nl/catalog/products/00434395/,EKEDALEN,49.95,dining_chairs,ikea,"Eetkamerstoel, zwart, Orrsta lichtgrijs",,,,95 cm,,,,,,"De gestoffeerde zitting en de gewelfde rugleuning van de stoel maken dat je graag lang aan tafel blijft zitten. Maak een keuze uit verschillende hoezen; ze zijn allemaal machinewasbaar. Kies er meerdere, zodat je eens kunt afwisselen.",,,,51 cm,41 cm,46 cm,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30339896,https://www.ikea.com/nl/nl/catalog/products/30339896/,SVENBERTIL,24.95,dining_chairs,ikea,"Kuipzitting, wit",,,,,,,,,,Door de rustgevende vering in de schaalvormige zitting en de gevormde rugleuning kan je comfortabel zitten.,,,,,47 cm,,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40378038,https://www.ikea.com/nl/nl/catalog/products/40378038/,LEIFARNE,24.95,dining_chairs,ikea,"Kuipzitting, roze",,,,,,,,,,Door de rustgevende vering in de schaalvormige zitting en de gevormde rugleuning kan je comfortabel zitten.,,,,,36 cm,,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50393000,https://www.ikea.com/nl/nl/catalog/products/50393000/,DIETMAR,25,dining_chairs,ikea,"Onderstel armleunstoel, wit",,,,65 cm,,,,,,Duurzaam en slijtvast; geschikt voor gebruik in openbare ruimtes.,,,,50 cm,,46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90339902,https://www.ikea.com/nl/nl/catalog/products/90339902/,BRORINGE,15,dining_chairs,ikea,"Onderstel, wit",,,,45 cm,,,,,,Door de dempers zijn de stoelen stapelbaar. De zichzelf verstellende kunststof doppen geven de stoel extra stabiliteit.,,,,50 cm,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30339900,https://www.ikea.com/nl/nl/catalog/products/30339900/,BRORINGE,15,dining_chairs,ikea,"Onderstel, zwart",,,,45 cm,,,,,,Door de dempers zijn de stoelen stapelbaar. De zichzelf verstellende kunststof doppen geven de stoel extra stabiliteit.,,,,50 cm,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90339898,https://www.ikea.com/nl/nl/catalog/products/90339898/,DIETMAR,25,dining_chairs,ikea,"Onderstel armleunstoel, zwart",,,,65 cm,,,,,,Door de dempers zijn de stoelen stapelbaar. De zichzelf verstellende kunststof doppen geven de stoel extra stabiliteit.,,,,50 cm,,46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40354221,https://www.ikea.com/nl/nl/catalog/products/40354221/,MARTIN,9,dining_chairs,ikea,"Stoel onderstel, zwart",,,,,,,,,,De zichzelf verstellende kunststof doppen geven de stoel extra stabiliteit.,,,,55 cm,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80311828,https://www.ikea.com/nl/nl/catalog/products/80311828/,SALTHOLMEN,22.95,dining_chairs,ikea,"Stoel, buiten, opklapbaar beige",,,,83 cm,,,,,,"De stoel is al gemonteerd, dus je kan hem meteen gebruiken. Opklapbaar en eenvoudig op te bergen en daardoor perfect voor je balkon of andere kleine ruimtes.",,,,46 cm,35 cm,46 cm,,,,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59259752,https://www.ikea.com/nl/nl/catalog/products/S59259752/,LEIFARNE,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar wit",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59197721,https://www.ikea.com/nl/nl/catalog/products/S59197721/,LEIFARNE,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar zwart",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39127809,https://www.ikea.com/nl/nl/catalog/products/S39127809/,LEIFARNE,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar verchroomd",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69197711,https://www.ikea.com/nl/nl/catalog/products/S69197711/,LEIFARNE,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe wit",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89197710,https://www.ikea.com/nl/nl/catalog/products/S89197710/,LEIFARNE,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe zwart",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79127807,https://www.ikea.com/nl/nl/catalog/products/S79127807/,LEIFARNE,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe verchroomd",,,,87 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09285763,https://www.ikea.com/nl/nl/catalog/products/S09285763/,LEIFARNE,39.95,dining_chairs,ikea,"Eetkamerstoel, grijs, Broringe verchroomd",,,,87 cm,,,,,,Door de rustgevende vering in de schaalvormige zitting en de gevormde rugleuning kan je comfortabel zitten.,,,,50 cm,36 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59127808,https://www.ikea.com/nl/nl/catalog/products/S59127808/,LEIFARNE,49.95,dining_chairs,ikea,"Eetkamerstoel, wit, Ernfrid berken",,,,88 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,36 cm,47 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49259743,https://www.ikea.com/nl/nl/catalog/products/S49259743/,SVENBERTIL,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar wit",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39197703,https://www.ikea.com/nl/nl/catalog/products/S39197703/,SVENBERTIL,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar zwart",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19197704,https://www.ikea.com/nl/nl/catalog/products/S19197704/,SVENBERTIL,49.95,dining_chairs,ikea,"Armleunstoel, wit, Dietmar verchroomd",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99197700,https://www.ikea.com/nl/nl/catalog/products/S99197700/,SVENBERTIL,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe verchroomd",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59197702,https://www.ikea.com/nl/nl/catalog/products/S59197702/,SVENBERTIL,49.95,dining_chairs,ikea,"Eetkamerstoel, wit, Ernfrid berken",,,,85 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,51 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79197701,https://www.ikea.com/nl/nl/catalog/products/S79197701/,SVENBERTIL,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe wit",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39197699,https://www.ikea.com/nl/nl/catalog/products/S39197699/,SVENBERTIL,39.95,dining_chairs,ikea,"Eetkamerstoel, wit, Broringe zwart",,,,84 cm,,,,,,"Kies je favoriet onder de onderstellen en zitkuipen, of creëer een speelse mix rond de tafel. Er zijn wel 30 verschillende stoelcombinaties mogelijk! Je zit comfortabel dankzij de schaalvormige zitting en rugleuning.",,,,50 cm,47 cm,46 cm,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49252398,https://www.ikea.com/nl/nl/catalog/products/S49252398/,LÅNGFJÄLL,109,dining_chairs,ikea,"Bureaustoel, Gunnared oudroze, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,68 cm,41 cm,,,,,53 cm,,,92 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59252294,https://www.ikea.com/nl/nl/catalog/products/S59252294/,LÅNGFJÄLL,89,dining_chairs,ikea,"Bureaustoel, Gunnared beige, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,67 cm,41 cm,,,,,53 cm,,,92 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99252541,https://www.ikea.com/nl/nl/catalog/products/S99252541/,LÅNGFJÄLL,119,dining_chairs,ikea,"Bureaustoel, Gunnared oudroze, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,68 cm,41 cm,,,,,53 cm,,,104 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89252589,https://www.ikea.com/nl/nl/catalog/products/S89252589/,LÅNGFJÄLL,109,dining_chairs,ikea,"Bureaustoel, Gunnared oudroze, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,67 cm,41 cm,,,,,53 cm,,,92 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69252646,https://www.ikea.com/nl/nl/catalog/products/S69252646/,LÅNGFJÄLL,119,dining_chairs,ikea,"Bureaustoel, Gunnared oudroze, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,67 cm,41 cm,,,,,53 cm,,,104 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79252858,https://www.ikea.com/nl/nl/catalog/products/S79252858/,LÅNGFJÄLL,139,dining_chairs,ikea,"Bureaustoel, Gunnared blauw, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,68 cm,41 cm,,,,,53 cm,,,104 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69252359,https://www.ikea.com/nl/nl/catalog/products/S69252359/,LÅNGFJÄLL,99,dining_chairs,ikea,"Bureaustoel, Gunnared oudroze, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,67 cm,41 cm,,,,,53 cm,,,104 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69252769,https://www.ikea.com/nl/nl/catalog/products/S69252769/,LÅNGFJÄLL,129,dining_chairs,ikea,"Bureaustoel, Gunnared blauw, wit",,,,,,,,,,De lichtgebogen lijnen worden versterkt door genaaide details - en zijn comfortabel en mooi om te zien. Het mechanisme om de hoogte en neiging te verstellen gaat jarenlang mee.,,,,68 cm,41 cm,,,,,53 cm,,,92 cm,43 cm,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90325518,https://www.ikea.com/nl/nl/catalog/products/90325518/,KULLABERG,49.95,dining_chairs,ikea,"Bureaustoel, zwart",,,,,,,,,,"De bureaustoel is geïnspireerd op de ouderwetse industriële stijl, maar heeft moderne functies.",,,,58 cm,39 cm,,,,,42 cm,,,94 cm,44 cm,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320341,https://www.ikea.com/nl/nl/catalog/products/10320341/,KULLABERG,49.95,dining_chairs,ikea,"Bureaustoel, grenen, zwart",,,,,,,,,,"De bureaustoel is geïnspireerd op de ouderwetse industriële stijl, maar heeft moderne functies.",,,,58 cm,39 cm,,,,,42 cm,,,94 cm,44 cm,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80215308,https://www.ikea.com/nl/nl/catalog/products/80215308/,HEKTAR,14.95/st.00008Prijs per set,wall_lights,ikea,"Wand-/klemspot, donkergrijs",,,,,,,,,,"Eenvoudige, royale metalen vorm geïnspireerd op oude lampen van fabrieken en theaters. Gebruik de verschillende lampen samen, dan wordt de ruimte goed verlicht voor diverse activiteiten en krijg je een eenduidige, rustieke stijl.",,,,,,,,,,,,,,,,11 cm,15 cm,330 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175706,https://www.ikea.com/nl/nl/catalog/products/10175706/,ALÄNG,19.95/st.00008Prijs per set,wall_lights,ikea,"Wandlamp, vernikkeld, wit",,,,34 cm,,,,,,"De ALÄNG lampenserie heeft een tijdloos design, waardoor we het nu nog net zo mooi vinden als bij de lancering in 2001. Bovendien geven de lampen een zacht licht en is de hoogte van de tafellamp en de staande lamp verstelbaar.",,,,24 cm,,,,,,,,,,,,,,2.1 m cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70331394,https://www.ikea.com/nl/nl/catalog/products/70331394/,RANARP,19.95/st.00008Prijs per set,wall_lights,ikea,"Wand-/klemspot, zwart",,,,12 cm,,,,,,De lamp heeft een dubbele functie - je kan hem gebruiken als klemspot of hem als wandlamp op de muur monteren.,,,,34 cm,,,,,,,,,,,,14 cm,,350.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40357074,https://www.ikea.com/nl/nl/catalog/products/40357074/,MUSIK,29.95/st.00008Prijs per set,wall_lights,ikea,"Wandlamp, verchroomd",,,,,,,,,,"Perfect om aan beide kanten van een spiegel te plaatsen voor een goed, niet-verblindend licht.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60152444,https://www.ikea.com/nl/nl/catalog/products/60152444/,KVART,4.99/st.00008Prijs per set,wall_lights,ikea,"Wand-/klemspot, zwart",,,,,,,,,,De lamp heeft een dubbele functie - je kan hem gebruiken als klemspot of hem als wandlamp op de muur monteren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10231321,https://www.ikea.com/nl/nl/catalog/products/10231321/,RANARP,19.95/st.00008Prijs per set,wall_lights,ikea,"Wand-/klemspot, ecru",,,,12 cm,,,,,,"De RANARP lamp doet denken aan vervlogen tijden, met degelijke metalen details en een klassiek met bewerkte stof overtrokken snoer. De staande lampen en de bureaulampen zijn zwaar en stabiel, maar toch flexibel.",,,,34 cm,,,,,,,,,,,,14 cm,,350.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60163876,https://www.ikea.com/nl/nl/catalog/products/60163876/,ÅRSTID,14.95/st.00008Prijs per set,wall_lights,ikea,"Wandlamp, vernikkeld, wit",,,,,,,,,,"Het is niet zo gek dat veel mensen onze lampenserie ÅRSTID mooi vinden. Hij heeft een tijdloos design dat overal past, er zijn verschillende soorten lampen die voor een eenduidige stijl zorgen, en de lampen geven een zacht, aangenaam licht.",,,,,,,,,,,,,,,,,,2.5 m cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20386299,https://www.ikea.com/nl/nl/catalog/products/20386299/,JANSJÖ,11.95/st.00008Prijs per set,wall_lights,ikea,"Led-wand-/klemspot, zilverkleur",,,,,,,,,,"Een superflexibele lamp waarmee je het licht exact zo kan richten als je wilt. Hij is klein, licht en eenvoudig verplaatsbaar. En energiebesparende leds geven je 25.000 uur licht.",,,,,,,,,,,,,,,,,,350 cm,,2.0 W cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50321386,https://www.ikea.com/nl/nl/catalog/products/50321386/,ÅRSTID,14.95/st.00008Prijs per set,wall_lights,ikea,"Wandlamp, messing, wit",,,,,,,,,,"Het is niet zo gek dat veel mensen onze lampenserie ÅRSTID mooi vinden. Hij heeft een tijdloos design dat overal past, er zijn verschillende soorten lampen die voor een eenduidige stijl zorgen, en de lampen geven een zacht, aangenaam licht.",,,,,,,,,,,,,,,,,,2.5 m cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355482,https://www.ikea.com/nl/nl/catalog/products/10355482/,ÅRSTID,29.95/st.00008Prijs per set,wall_lights,ikea,"Led-schilderijverlichting, vernikkeld",,,,,,,,,,"Het is niet zo gek dat veel mensen onze lampenserie ÅRSTID mooi vinden. Hij heeft een tijdloos design dat overal past, er zijn verschillende soorten lampen die voor een eenduidige stijl zorgen, en de lampen geven een zacht, aangenaam licht.",,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302969,https://www.ikea.com/nl/nl/catalog/products/10302969/,FLOALT,129/st.00008Prijs per set,wall_lights,ikea,"Led-lichtpaneel m draadloze sturing, dimbaar, wit spectrum",,,,60 cm,,,,,,"Een lichtpaneel verlicht het donkerste hoekje - sluit er een of meer aan en stuur het licht met je afstandsbediening of smartphone. Het licht kan gedimd worden en zorgt voor de juiste omlijsting bij het koken, lezen, tv-kijken of werken.",,,,,,,,,,,,,,,,,,,,34 W cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30303072,https://www.ikea.com/nl/nl/catalog/products/30303072/,FLOALT,129/st.00008Prijs per set,wall_lights,ikea,"Led-lichtpaneel m draadloze sturing, dimbaar, wit spectrum",,,,90 cm,,,,,,"Een lichtpaneel verlicht het donkerste hoekje - sluit er een of meer aan en stuur het licht met je afstandsbediening of smartphone. Het licht kan gedimd worden en zorgt voor de juiste omlijsting bij het koken, lezen, tv-kijken of werken.",,,,,,,,,,,,,,,,,,,,29 W cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
