sku,product_id,detail_url,title,price,competitor,height,width,weight,packaging_dimensions,colour,materials
RUGMRK001PNK-UK,47367,merkoya-vloerkleed-160-x-230-cm-roze,"Merkoya vloerkleed, 160 x 230 cm, roze",39900,made,160,230,17.0000,165 x 23 x 23cm,Roze,Viscose
TBLFON026ZOK-UK,18636,fonteyn-bureau-eiken,"Fonteyn bureau, eiken",39900,made,75,90,27.5000,102.5 x 62.5 x 30cm,Licht hout,"Eiken,Hout"
CODCPT009OAK-UK,48161,campton-ladekast-eiken-en-grijs,"Campton ladekast, eiken en grijs",59900,made,82,106,28.0000,"115 x 51 x 69,6 cm","Grijs,Licht hout","Eiken,Hout"
CLPSEP009WHT-UK,52377,seppo-spotlamp-wit,"Seppo spotlamp, wit",3500,made,10,10,0.4100,0,"Wit,Messing","Messing,Metaal"
BRBWAF007BLU-UK,52489,waffle-katoenen-badjas-leisteen-blauw-l-xl,"Waffle katoenen badjas, leisteenblauw L/XL",4900,made,0,0,1.0000,20 x 7 x 1 cm,Blauw,Katoen
SOFRTC019YEL-ME,12657,ritchie-3-zitsbank-okergeel,"Ritchie 3-zitsbank, okergeel",64900,made,86,188,38.0000,190 x 87 x 65 cm,Geel,Stof
BEDROS31BLU-ME,53299,roscoe-tweepersoonsbed-turkoois-waterblauw-fluweel,"Roscoe tweepersoonsbed, turkooisblauw fluweel",54900,made,114,160,43.0000,Pakket 1: H23 x B122 x L166 cm<br> Pakket 2: H12.5 x B24 x L198 cm,"Donkerturkoois,Blauw,Donker hout","Fluweel,Eiken,Berken"
MIRMIL001BLA-UK,52875,milano-wandspiegel-30-x-140-cm-zwart,"Milano wandspiegel, 30 x 140 cm, zwart",12900,made,140,30,4.0000,0,Zwart,"Hout,Spiegel"
BEDBES007YEL-UK,53182,made-essentials-besley-super-kingsize-bed-zinkgeel,"MADE Essentials Besley super kingsize bed, zinkgeel",42900,made,96,194,28.0000,1: 194 x 84 x 17 cm <br> 2: 204 x 17 x 15 cm <br> 3: 184 x 17 x 16 cm ,Geel,Stof
HALBRB044BLU-UK,51457,bourbon-vintage-opbergbank-donkerblauw,"Bourbon vintage opbergbank, donkerblauw",24900,made,61,100,15.0000,1:  113 x 55 x 31 cm ,Blauw,"Stof,Messing,Metaal,Hout"
STLKITE02WHI-UK,2726,2-x-kite-verstelbare-barkrukken-wit,"2 x Kite verstelbare barkrukken, wit",9900,made,63,39,6.0000,46 x 43 x 28 cm,Neutraal,"Metaal,Plastic"
CURJUL003PNK-UK,49764,2-x-julius-gevoerde-gordijnen-met-ringen-168-x-228-cm-zachtroze-fluweel,"2 x Julius gevoerde gordijnen met ringen, 168 x 228 cm, zachtroze fluweel",8900,made,"228 (90"")","168 (66"")",5.0000,31 x 51 x 3.5cm,Roze,Polyester
TWLPSM001GRY-UK,55650,4-x-prism-handdoeken-van-100-katoen-steengrijs,"4 x Prism handdoeken van 100 % katoen, steengrijs",4500,made,50/90,90/125,5.0000,46 x 46 x 30 cm,Grijs,Katoen
TWLWAF001GRY-UK,52479,waffle-set-van-4-handdoeken-mistgrijs-1,"4 x Waffle handdoeken, mistgrijs",4900,made,50/90,90/125,5.0000,42 x 25 x 8 cm,Grijs,Katoen
AVUHOP005WAL-UK,51630,hopkins-media-meubel-walnotenhout-en-grijs,"Hopkins mediameubel, walnotenhout en grijs",15900,made,30,120,21.0000,0,"Grijs,Donker hout","Stof,Hout"
STBEIB004PNK-UK,51569,eibar-bijzettafel-roze-en-messing,"Eibar bijzettafel, roze en messing",9900,made,55,43,5.0000,13 x 75 x 70 cm,"Roze,Messing","Messing,Metaal,Hout"
CLPILA002ZCP-UK,22881,ilaria-lampenkap-champagne,"Ilaria lampenkap, champagne",3500,made,23,25,0.5300,0,Messing,Glas
SVWBLA005ZBR-UK,53534,blaze-flessenkoeler-messing,"Blaze flessenkoeler, messing",5900,made,23,43,2.1000,25 x 45 x 45 cm ,"Goud,Messing","Messing,Metaal"
SOFMNT016GRY-ME,54011,monterosso-3-zitsbank-oestergrijs,"Monterosso 3-zitsbank, oestergrijs",89900,made,80,223,59.0000,Pakket 1:H x B x D cm,Grijs,Stof
TBLMON005ZOK-UK,38702,monty-uitschuifbare-eettafel-eikenhout,"Monty uitschuifbare eettafel, eikenhout",37900,made,76,90 ,33.6000,99 x 99 x 17cm,Licht hout,"Eiken,Hout"
SOFDRI009BLU-ME,52895,doris-2-zitsbank-marineblauw,"Doris 2-zitsbank, marineblauw",54900,made,89,152,20.0000,Pakket 1: H62 x W154 x D76 cm,Blauw,Stof
CUSWES008YEL-UK,47684,wespa-kussen-30-x-50-cm-mosterdgeel,"Wespa kussen, 30 x 50 cm, mosterdgeel",1200,made,30,50,0.5000,45 x 55 x 2.5 cm,Geel,Katoen
AODEEP027PNK-UK,54703,hush-door-tracie-andrews-30-x-42-cm-a3-ingelijste-print,"Hush door Tracie Andrews, ingelijste print (meerdere afmetingen beschikbaar)",5500,made,30,42,1.0000,51 x 39 x 7 cm,Roze,"Hout,Papier"
CLPOPH001COP-UK,44645,globe-kroonluchter-koper-matglas,"Globe kroonluchter, koper en matglas",19900,made,120,54,4.0000,0,Koper,"Koper,Metaal,Glas"
CTBMLA002PNE-UK,52410,mila-salontafel-grenen-en-metaal,"Mila salontafel, grenen en metaal",37900,made,39,108,22.0000,1: 50 x 120 x 66cm ,"Zwart,Licht hout","Metaal,Hout,Uzer,Grenen"
SIDMIL001OAK-UK,48853,milford-dressoir-walnotenhout,"Milford dressoir, walnotenhout",64900,made,75,140,38.0000,0,Donker hout,"Walnotenhout,Metaal,Hout"
CUSAUB001BLU-UK,52704,auburn-kussen-45-x-45-cm-turkooisblauw-en-roze,"Auburn kussen, 45 x 45 cm, turkooisblauw en roze",2900,made,45,45,0.5000,46 x 46 x 3 cm,"Donkerturkoois,Roze,Meerkleurig",Acryl
CHACHL006BLU-ME,44466,charley-fauteuil-elektrischblauw-fluweel,"Charley fauteuil, elektrischblauw fluweel",22900,made,77,63,10.0000,Pakket 1: H64 x B64 x D68 cm,Blauw,"Fluweel,Stof"
BEDMRG040BLU-ME,50528,margot-euro-tweepersoonsbed-waterblauw-fluweel,"Margot eurotweepersoonsbed, waterblauw fluweel",74900,made,102,158,80.0000,1: H41 x W89 x D161cm<br> 2: H25 x W27 x D208cm,Blauw,"Fluweel,Stof"
CODIVN002WAL-UK,47216,louis-hoge-ladekast-grijsbruin-en-walnotenhout,"Louis hoge ladekast, grijsbruin en walnotenhout",49900,made,124,90,56.0000,0,"Wit,Grijs,Donker hout","Walnotenhout,Metaal,Hout"
CLPHUE011BLK-UK,47355,oro-hanglamp-zwart-en-koper,"Oro hanglamp, zwart en koper",4900,made,30,50,1.0000,0,Zwart,"Stof,Koper,Metaal"
STBFRB002COP-UK,55069,fairbairn-bijzettafel-koper,"Fairbairn bijzettafel, koper",21900,made,45,45,7.0000,Pakket 1: 50 x 50 x 50 cm,Koper,"Koper,Metaal"
BTAJOS008OCR-UK,45419,made-essentials-joss-pedaalemmer-3-l-geel,"Joss pedaalemmer 3 l, geel",1900,made,33,17,0.6900,34 x 18 x 18 cm ,Geel,"Metaal,Roestvrij staal"
BEDGUI001GRY-ME,56608,guido-kingsizebed-zilvergrijs,"Guido kingsizebed, zilvergrijs",69900,made,102,185,52.0000,1: H89 x W29 x L191cm<br> 2: H32 x W11 x L212cm<br> 3: H35 x W9 x L139cm,Grijs,
RUGFRE001WHI-UK,48587,freda-vloerkleed-160-x-230-cm-gebroken-wit,"Freda vloerkleed, 160 x 230 cm, gebroken wit",24900,made,160,230,10.0000,162 x 21 x 21cm,Wit,Polypropyleen
OTOAUD001BLU-UK,54327,audrie-zitzak-mineraalblauw,"Audrie zitzak, mineraalblauw",19900,made,78,95,5.0000,Pakket 1: H 78 x B 95 x D 74 ,Blauw,Stof
BEDSKY003PNE-UK,56026,skyline-eenpersoonsbed-met-opbergruimte-grenen,"Skyline eenpersoonsbed met opbergruimte, grenen",55900,made,125,98,104.0000,0,"Wit,Licht hout",Hout
BSPGRV018ZSI-UK,46065,grove-150-x-200cm-sprei-van-100-katoen-zilver-grijs,"Grove 100% katoenen sprei, 150 x 200 cm, zilvergrijs",5900,made,200,150,2.5000,40 x 46 x 6 cm,"Zilver,Grijs",Katoen
RUGSET001YEL-UK,50048,seth-omkeerbaar-vloerkleed-160-x-230-cm-mosterdgeel-en-grijs-katoen,"Seth omkeerbaar vloerkleed, 160 x 230 cm, mosterdgeel en grijs katoen",15900,made,160,230,6.0000,162 x 10 x 10 cm,"Geel,Grijs",Katoen
OT0BUJ063GRY-ME,46489,bouji-ottoman-linen-mix-grey-5,"Bouji voetenbank, grijze linnenmix",22900,made,40,106,9.0000,22 x 106 x 52 cm,"Neutraal,Grijs,Beige",Stof
CTBZUR001CON-UK,53244,zurn-ronde-salontafel-beton,"Zurn ronde salontafel, beton",34900,made,43,90,26.0000,1: 53 x 105 x 110cm ,Grijs,"Metaal,Beton"
BSTBRS024PNK-NL,46851,brisa-100-linnen-kingsizedekbedset-oudroze,"Brisa 100% linnen  dekbedset, kingsize, poe rroze",12900,made,220,240,1.7000,26 x 32 x 5 cm,Roze,
CUSTUI002BLU-UK,55011,2-x-tuile-kussens-met-geometrische-print-45-x-45-cm-mineraalblauw,"2 x Tuile kussens met geometrische print, 45 x 45 cm, mineraalblauw",4900,made,45,45,0.8000,46 x 46 x 5 cm,Blauw,
SHLHUM012MNG-UK,53193,humphrey-schappenkast-met-opbergruimte-mangohout-1,"Humphrey boekenkast met opbergruimte, mangohout",64900,made,187,76,54.0000,1: 179 x 48 x 84cm ,Donker hout,"Metaal,Hout,Mangohout"
CUSGRV020YEL-UK,52862,grove-kussen-van-100-katoen-50-x-50-cm-mosterdgeel,"Grove kussen van 100% katoen, 50 x 50 cm, mosterdgeel",3200,made,50,50,1.0000,Pakket 1: H66 x W66 x D3 cm,Geel,Katoen
DWRNAH007YEL-UK,48981,noah-grote-salade-kom-geel,"Noah grote slakom, geel",3200,made,9,32,1.0500,15 x 20 x 30 cm,Geel,Aardewerk
STOALG003RED-UK,50602,aldgate-speelgoedkist-rood,"Aldgate speelgoedkist, rood",17900,made,48,94,17.7000,0,Rood,Hout
BEDALA020ZCU-UK,39574,alana-eenpersoonsbed-koper,"Alana eenpersoonsbed, koper",39900,made,100,98,23.0000,Pakket 1: 146 x 123 x 10cm,Koper,Metaal
VASSKY001GRY-UK,49119,skylar-grote-vaas-blauw-en-grijs,"Skylar grote vaas, blauw en grijs",2900,made,30,19,1.0000,30 x 20 x 20 cm,"Grijs,Blauw",Glas
SOFFRM011BLU-ME,50768,frame-voetenbankje-petrolblauw-fluweel-met-gouden-frame,"Frame voetenbankje, petrolblauw fluweel met gouden frame",29900,made,42,55,6.0000,46 x 50 x 60 cm ,Blauw,
AVULUC007MAN-UK,54888,lucien-mediameubel-donker-mangohout-1,"Lucien mediameubel, donker mangohout",49900,made,49,120,30.0000,131 x 59 x 49 cm,Donker hout,Mangohout
CHAKER006GRY-ME,50600,keira-bureaustoel-vuursteengrijs-en-messing,"Keira bureaustoel, vuursteengrijs en messing",18900,made,84,55,13.0000,58 x 58 x 58 cm,"Grijs,Messing","Stof,Messing,Metaal"
BEDLULU25YEL-ME,38537,lulu-tweepersoonsbed-140-x-200cm-honingraat-geweven,"Lulu tweepersoonsbed 140 x 200cm, honingraat geweven",79900,made,106,159,64.0000,Box 1: 170 x 38 x 105 cm<br>  Box 2: 170 x 11 x 19 cm<br>  Box 3:  203 x 18 x 18 cm<br>  Box 4: 200 x 10 x 72 cm  ,Blauw,
STLJNY004YEL-ME,44954,jonny-voetenbank-mosterdgeel,"Jonny voetenbank,retrogeel",12900,made,41,74,6.0000,76 x 46 x 22 cm,Geel,
AVUAND036BRO-UK,56644,anderson-compacte-mediameubel-mangohout-en-messing-1,"Anderson compacte mediameubel, mangohout en messing",39900,made,45,90,25.0000,0,"Messing,Donker hout",Mangohout
TBLAUL012BRA-UK,47441,aula-consoletafel-geborsteld-messing-en-glas,"Aula consoletafel, geborsteld messing en glas",37900,made,79,100,15.0000,108 x 43 x 32 cm ,Messing,"Messing,Metaal,Glas"
STBFON043GRY-UK,49587,fonteyn-nachtkastje-grijs-en-walnotenhout,"Fonteyn nachtkastje, grijs en walnotenhout",31900,made,55,50,23.0000,0,Grijs,"Walnotenhout,Hout"
BEDMAR006ZWN-ME,38338,mara-kingsize-bed-160-x-200cm-walnotenhout,"Mara kingsize bed 160 x 200cm, walnotenhout",69900,made,101,167,60.0000,Box 1: 34 x 118 x 174cm<br>  Box 2: 26 x 32 x 210cm<br>  Box 3: 17 x 47 x 155cm<br>,Donker hout,"Stof,Hout"
STOAMP007MNG-UK,53147,amph-kast-mangohout,"Amph kast, mangohout",49900,made,80,122,44.0000,1: 49 x 130 x 90cm ,Donker hout,"Metaal,Hout,Mangohout"
BIKTBY002MUL-UK,50585,tenby-stadsfiets-met-7-versnellingen-matzwart-en-koper-1,"Tenby 7-speed stadsfiets, matzwart en koper, voor fietser 168 - 186 cm",59900,made,0,0,11.0000,0,Zwart,Staal
SOFRTC014BLU-ME,12367,ritchie-2-zitsbank-marineblauw,"Ritchie 2-zitsbank, marineblauw",54900,made,86,148,32.0000,150 x 87 x 65 cm,Blauw,Stof
CHAFLN056BLA-ME,32431,flynn-fauteuil-met-holle-rugleuning-in-middernacht-zwart,"Flynn fauteuil met holle rugleuning, middernacht zwart",16900,made,91,55,9.0000,0,Zwart,"Stof,Hout"
CHAMGT003BLU-ME,39057,margot-fauteuil-pauwblauw-fluweel,"Margot fauteuil, pauwblauw fluweel",54900,made,72,77,8.0000,0,"Donkerturkoois,Blauw","Fluweel,Stof"
CUSPOR001YEL-UK,52853,portia-knitted-cotton-cushion-45-x-45cm-mustard,"Portia gebreid katoenen kussen, 45 x 45 cm, mosterdgeel",2900,made,45,45,0.5000,45 x 45 x 8 cm,Geel,Katoen
BIKMLW002COP-UK,50561,mallow-singlespeed-fiets-koper-met-witte-wielen-m-l,"Mallow singlespeed stadsfiets, koper met witte wielen, voor fietser 178 - 188 cm",69900,made,0,0,11.0000,0,"Wit,Koper",Staal
WACBRS010PNK-UK,48289,brisa-100-linnen-pyjama-schemerroze-m-l,"Brisa 100% linnen pyjama, schemerroze M/L",7900,made,0,0,0.7500,45 x 32 x 4 cm,Roze,Linnen
BEDSPR006BLA-ME,39022,sprint-kingsize-bed-160-x-200cm-zwart,"Sprint kingsize bed 160 x 200cm, zwart",29900,made,105,167,28.0000,Parcel 1: 173 x 111 x 7cm  Parcel 2: 213 x 17 x 17cm,Zwart,Metaal
CLPPLU002BLU-UK,24461,plume-hanglamp-en-plumen-001-lamp-rookblauw,"Plume hanglamp en Plumen 001 lamp, rookblauw",9900,made,139,30,1.6000,37.5 x 37.5 x 38cm,Blauw,Glas
RUGJGO001BLU-UK,54992,jago-vloerkleed-160-x-230-cm-inktblauw,"Jago vloerkleed, 160 x 230 cm, inktblauw",24900,made,160,230,13.0000,163 x 22 x 22 cm,Blauw,Polyester
STBFON008ZOK-UK,5271,fonteyn-nachtkastje-eiken-en-walnoot,"Fonteyn nachtkastje, eiken en walnoot",27900,made,55,50,23.0000,61 x 51 x 51 cm,"Licht hout,Donker hout","Eiken,Walnotenhout,Hout"
SOFMGT028PNK-ME,51989,margot-klik-klakslaapbank-lichtroze-fluweel,"Margot klik-klakslaapbank, lichtroze fluweel",64900,made,80,191,34.0000,23 x 193 X 118 ,Roze,"Fluweel,Stof"
BSTMIK002BLU-NL,52766,mikka-kingsize-dekbedset-met-print-van-100-katoen-marineblauw-en-mosterdgeel,"Mikka 100% katoenen  dekbedset, kingsize, marineblauw en mostergeel",6900,made,220,240,1.7000,26 x 32 x 5 cm,"Geel,Blauw",
CUSJUL008GLD-UK,52832,2-x-julius-grote-kussens-59-x-59-cm-antiekgoud-fluweel,"2 x Julius grote kussens, 59 x 59 cm, antiekgoud fluweel",4900,made,59,59,1.0000,61 x 61 x 5 cm,"Geel,Goud",Polyester
SOFHLI001GRY-ME,48119,hallie-slaapbank-zijdegrijs-en-zwart,"Hallie slaapbank, zijdegrijs en zwart",29900,made,82,179,33.0000,118 x 181 x 21 cm,Grijs,Stof
UTYMOS011BLK-UK,56095,made-essentials-moss-kledingrek-zwart,"MADE Essentials Moss kledingrek, zwart",6900,made,168,81,6.0000,"56 x 12 x 92,5 cm ",Zwart,Metaal
DWRBUD002BLK-UK,55593,bude-16-delige-bestekset-mat-zwart,"Bude 16-delige bestekset, mat zwart",8900,made,0,0,1.0000,"8 x 10,5 x 24,5 cm ","Metallic,Zwart","Metaal,Roestvrij staal"
CLPGLO015BLK-UK,52368,globe-kroonluchter-koper-en-matglas-1,"Globe kroonluchter, zwart nikkel en matglas",19900,made,120,54,4.0000,0,"Wit,Metallic,Zwart","Metaal,Glas"
DWRBUD001ZCO-UK,55592,bude-16-delige-bestekset-mat-koper,"Bude 16-delige bestekset, mat koper",8900,made,0,0,1.0000,"8 x 10,5 x 24,5 cm ","Metallic,Koper","Metaal,Roestvrij staal"
SOFTUBY42RED-ME,39006,tubby-2-zitsbank-vuurtoren-rood,"Tubby 2-zitsbank, vuurtoren rood",34900,made,73,125,25.0000,0,Rood,Stof
CLPPEN003GRY-UK,55449,penny-large-wide-shade-muted-grey,"Penny hanglampenkap, zachtgrijs",11900,made,25,57,1.0000,40 x 40 x 40 cm ,Grijs,Stof
CHASTT006BLA-UK,29206,seattle-fauteuil-diepzwart-premiumleer,"Seattle fauteuil, zwart kwaliteitsleer",69900,made,89,77,13.0000,79 x 86 x 73cm,Zwart,Leer
TBLFJO081GRY-UK,54485,fjord-rechthoekige-eettafel-donkergebeitst-eiken-en-grijs-1,"Fjord rechthoekige eettafel, donkergebeitst eiken en grijs",29900,made,75,151,27.0000,0,Donker hout,"Eiken,Hout"
CHAJNY001GRE-ME,40341,jonny-fauteuil-vintage-olijfgroen,"Jonny fauteuil, vintage olijfgroen",22900,made,78,74,14.0000,58 x 70 x 76cm,Groen,Stof
VASBMT004ZGO-UK,45212,beaumont-grote-taps-toelopende-vaas-koper,"Beaumont grote, taps toelopende vaas, koper",4900,made,31,13,1.0000,Pakket 1: H39 x B19 x D19 cm,Koper,"Koper,Metaal"
SOFORS109GRY-ME,47579,orson-2-zitsbank-grafietgrijs,"Orson 2-zitsbank, grafietgrijs",64900,made,79,158,35.0000,73 x 160 x 97cm,Grijs,Stof
CTBESM004WHI-UK,21636,esme-compacte-salontafel-wit-en-essen,"Esme compacte salontafel, wit en essen",19900,made,45,90,14.6000,98 x 57 x 33cm,"Wit,Licht hout","Hout,Essen"
CHAERN001GRY-ME,47797,everson-fauteuil-stofgrijs,"Everson fauteuil, stofgrijs",64900,made,80,94,34.0000,70 x 96 x 98 cm,Grijs,Stof
SHLMCL014GRY-UK,38371,marcell-boekenkast-grijs,"Marcell boekenkast, grijs",37900,made,180,80,68.0000,94 x 68 x 16cm<br>178 x 44 x 13cm  ,Grijs,"Metaal,Hout"
TBLHKU002ZBS-UK,40307,haku-ronde-eettafel-zwart,"Haku ronde eettafel, zwart",19900,made,75,90,27.0000,100 x 100 x 20 cm,Zwart,"Metaal,Glas"
SOFOSL009YEL-ME,48169,oslo-2-seater-sofa-yolk-yellow-with-oak-legs-5,"Oslo 2-zitsbank, eigeel met eiken poten",59900,made,86,164,39.0000,70 x 166 x 93 cm,Geel,Stof
CUSJAN005PNK-UK,51081,jangala-fluwelen-kussen-50-x-50-cm-roze,"Jangala fluwelen kussen, 50 x 50 cm, roze",3500,made,50,50,0.5000,53 x 53 x 5 cm,Roze,"Fluweel,Katoen"
IACSAL001BRA-UK,53401,salix-sierpotten-met-standaard-messing,"Salix sierpotten met standaard, messing",5900,made,S:32 L:39,S:18 L:18,2.0700,H: 42 x B: 42 x D: 48 CM ,Messing,"Messing,Metaal"
CODAND021MGO-UK,56801,anderson-hoge-ladekast-mangohout-1,"Anderson hoge ladekast, mangohout",44900,made,123,50,53.0000,"Pakket 1: H 54 x B 58,5 x D 132 cm",Donker hout,"Messing,Mangohout"
CHAEDE010BLA-UK,24306,2x-edelweiss-eetkamerstoelen-walnoot-en-zwart,"2 x Edelweiss eetkamerstoelen, walnoot en zwart",18900,made,81,48,5.0000,31 x 57 x 68cm,Donker hout,Hout
SOFOKR014GRY-ME,56343,made-essentials-oskar-3-zitsbank-met-hoek-rechts-zwartgrijs,"MADE Essentials Oskar 3-zitsbank met hoek rechts, zwartgrijs",89900,made,79,235,62.0000,Pakket 1: 79 x 85 x 150 cm Pakket 2: 79 x 150 x 85 cm,Grijs,Stof
RUGFLO004TEA-UK,49750,made-essentials-florent-vloerkleed-140-x-200-cm-blauwgroen,"MADE Essentials Florent vloerkleed, 140 x 200 cm, blauwgroen",12900,made,140,200,6.0000,143 x 14 x 14cm,Donkerturkoois,Katoen
CUSMLO004YEL-UK,45979,malone-35-x-50cm-kussen-van-100-katoen-mosterdgeel,"Malone 35 x 50cm kussen van 100% katoen, mosterdgeel",2500,made,35,50,1.0000,H36 x B51 x D6 cm,Geel,Katoen
SHLTRA001BLA-UK,48655,travers-boekenkast-zwart-en-essenhout,"Travers boekenkast, zwart en essenhout",43900,made,169,80,50.0000,Pakket 1: 14 x 91 x 179 cm  <br>Pakket 2: 33 x 49 x 85 cm,"Zwart,Licht hout","Metaal,Hout,Essen"
RUGNOD002GRY-UK,53344,nodin-loper-66-x-200-cm-grijs,"Nodin loper, 66 x 200 cm, grijs",9900,made,66,220,15.0000,0,Grijs,
SHLARR002BLU-UK,55035,arris-boekenkast-eiken-en-blauw,"Arris boekenkast, eiken en blauw",44900,made,178,100,53.0000,1: 28 x 112 x 52 cm <br> 2: 17 x 189 x 59 cm,"Blauw,Natural",Eiken
MIRWLN003OAK-UK,39734,wilson-wandspiegel-40-x-140-cm-eiken,"Wilson wandspiegel 40 x 140 cm, eiken",15900,made,140,40,6.0000,145 x 45 x 10cm,Licht hout,"Eiken,Hout,Spiegel"
BSTTRI017TEA-NL,46826,trio-omkeerbaar-kingsizebeddengoed-100-katoen-200t-c-teal-en-zilvergrijs,"Trio 100% katoenen  dekbedset, kingsize, turkooisblauw en zilvergrijs",7900,made,220,240,1.7000,0,"Donkerturkoois,Grijs",
STBBYL002WHI-UK,55063,baylor-bijzettafel-zwart-en-marmer,"Baylor bijzettafel, zwart en marmer",21900,made,50,50,14.0000,Pakket 1: 12 x 55 x 55 cm,"Wit,Zwart","Hout,Marmer"
WRDELN020WHI-UK,46698,elona-kledingkast-met-schuifdeuren-glanzend-wit,"Elona kledingkast met schuifdeuren, glanzend wit",74900,made,201,150,150.0000,0,Wit,"Metaal,Hout"
CHABUJ047BRO-ME,44690,bouji-chair-linen-mix-taupe-5,"Bouji stoel, taupe linnenmix",19900,made,70,66,11.0000,50 x 66 x 69 cm,Bruin,Stof
MIRALS008ZBS-UK,56142,arles-grote-ronde-spiegel-85-cm-geborsteld-messing,"Arles grote ronde spiegel, 85 cm, geborsteld messing",21900,made,85,85,12.4000,10.5 x 96 x 97 cm,Messing,"Metaal,Spiegel"
OTODRW003GRY-ME,52152,drew-voetenbankje-leisteengrijs,"Drew voetenbankje, leisteengrijs",15900,made,43,57,4.0000,Parcel 1: H51 x 63 x 39 cm,Grijs,
WLPOIV002ZCO-UK,55709,oiva-led-ronde-wandlamp-koper,"Oiva LED ronde wandlamp, koper",6900,made,24,24,0.7000,25 x 10 x 26 cm ,Koper,"Koper,Metaal"
CHAJELY02CLR-UK,2706,2-x-jelly-acrylstoelen-transparant,"2 x Jelly eetkamerstoelen, transparant",19900,made,84,45,4.0000,47 x 66 x 89 cm,Transparant,Plastic
OTOAKIO02BLU-UK,53143,aki-poef-van-100-wol-blauw,"Aki poef van 100% wol, blauw",9900,made,75,75,5.0000,Pakket 1: 75 x 75 x 75 cm ,Blauw,Stof
CLPKEM001ZCO-UK,56980,kem-hanglamp-met-plumen-001-led-lamp-koper,"Kem hanglamp met Plumen 001 LED lamp, koper",13900,made,122,34,1.5000,40 x 40 x 20 cm ,Koper,"Koper,Metaal,Glas"
LGTELS002BWN-UK,47101,else-hanglamp-eiken,"Else hanglamp, eiken",14900,made,110,100,1.6000,13 x 13 x 106 cm,Licht hout,Hout
FLPBOW004ZBL-ME,52858,bow-grote-staande-lamp-messing-en-zwart-marmer-3,"Bow grote staande lamp, messing en zwart marmer",14900,made,196,150,21.0000,0,Zwart,Metaal
CHABUJ045ORA-ME,44689,bouji-fauteuil-gebrand-oranje-fluweel,"Bouji fauteuil, gebrand oranje fluweel",24900,made,70,66,11.0000,Pakket 1: H50 x B66 x D69 cm,Oranje,Fluweel
WACBRS009GRY-UK,47485,brisa-100-linnen-pyjama-leisteengrijs-s-m,"Brisa 100% linnen pyjama, leisteengrijs S/M",7900,made,0,0,0.7500,45 x 32 x 4 cm,Grijs,Linnen
FLPSWE013WHT-ME,51559,sweep-staande-lamp-matwit-en-koper-1,"Sweep staande lamp, matwit en koper",12900,made,213,148,10.5000,0,Wit,"Stof,Metaal"
RUGDLI006WHI-UK,23516,dellis-vloerkleed-200-x-300cm-creme,"Dellis vloerkleed, 200 x 300cm, crème",32900,made,200,300,20.4000,200 x 28 x 28 cm,Wit,Polyester
TBLBRM021GRY-UK,35491,bramante-uitschuifbare-eettafel-matgrijs,"Bramante uitschuifbare eettafel, matgrijs",59900,made,76,174 - 219 - 264,77.0000,Box 1: 169 x 99 x 13cm<br>Box 2: 108 x 93 x 14cm,Grijs,Hout
STLBRG006GRY-ME,38567,braga-barkruk-kathedraalgrijs-met-zwarte-gepoedercoate-poten,"Braga barkruk, kathedraalgrijs met zwarte gepoedercoate poten",12900,made,98,44,7.0000,53 x 51 x 87cm,Grijs,
CUSWES005GRY-UK,47681,wespa-kussen-30-x-50-cm-lichtgrijs,"Wespa kussen, 30 x 50 cm, lichtgrijs",1200,made,30,50,0.5000,45 x 55 x 2.5 cm,Grijs,Katoen
BSTBRS022WHI-NL,51675,brisa-100-linnen-tweepersoonsdekbedset-wit,"Brisa 100% linnen  dekbedset, tweepersoons, wit",11900,made,200,200,1.6000,26 x 32 x 5 cm,Wit,
TBLRAL002YEL-UK,55739,ralph-compacte-eettafel-mosterdgeel,"Ralph compacte eettafel, mosterdgeel",44900,made,77,140,38.0000,1: 23 x 150 x 93 cm ,Geel,"Eiken,Hout"
DSKBRB050GRY-UK,52927,bourbon-bureau-grijs,"Bourbon bureau, grijs",39900,made,78,140,31.0000,25 x 37 x 8 cm,Grijs,Hout
SOFMNR034GRY-ME,51367,milner-slaapbank-met-hoek-links-opbergruimte-en-traagschuimmatras-granietgrijs,"Milner slaapbank met hoek links, opbergruimte en traagschuimmatras, granietgrijs",129900,made,83,247,118.0000,Pakket 1: 71 x 92 x 165 cm  <br>Pakket 2: 70 x 87 x 157 cm,Grijs,Stof
LGTAVR006GRE-UK,22441,avery-wandlamp-mosgroen,"Avery wandlamp, mosgroen",4900,made,20,19,0.4000,31.5 x 23.5 x 20cm,Groen,Metaal
BEDWLW030ZOK-ME,39116,willow-kingsize-bed-160-200cm-eiken,"Willow kingsize bed 160 x 200cm, eiken",69900,made,105,170.4,31.9000,1: 169 x 115 x 10 cm <br>  2: 170.5 x 47 x 10 cm <br>  3: 218 x 21.5 x 17 cm,Licht hout,Hout
TBLBRN003OAK-UK,51272,buren-set-van-rechthoekige-eettafel-met-twee-banken-essenhout-en-hpl,"Buren set van rechthoekige eettafel met twee banken, essenhout en hpl",84900,made,75,160,64.0000,H21  x W 92 x D172cm   H19  x W 47 x D151cm,"Wit,Grijs","Hout,Essen"
CHAEDE029BRA-UK,44614,set-van-2-edelweiss-eetkamerstoelen-essen-en-messing,"2 x Edelweiss eetkamerstoelen, essen en messing",19900,made,81,48,5.0000,H31 x B57 x D68 cm,Licht hout,Hout
