sku,product_id,detail_url,title,price,competitor,height,width,weight,packaging_dimensions,colour,materials
CODUKA005BLU-UK,56325,ukan-ladekast-blauw-en-donkergebeitst-eiken,"Ukan ladekast, blauw en donkergebeitst eiken",49900,made,80,80,45.0000,1: H50.5 x W71 x L90cm,"Blauw,Donker hout","Metaal,Hout"
SOFCNR012GRE-ME,44937,connor-3-zitsbank-olijfgroen-katoenfluweel,"Connor 3-zitsbank, olijfgroen katoenfluweel",89900,made,77,210,44.0000,H62 x W91 x D213 cm,Groen,"Fluweel,Stof"
SOFORS148BLU-ME,56774,orson-3-zitsbank-vintage-blauw-fluweel,"Orson 3-zitsbank, vintage blauw fluweel",99900,made,79,201,44.0000,Pakket 1: H 72 x B 206 x D 96 cm ,Blauw,Fluweel
BEDROS016BLU-UK,52214,roscoe-super-kingsize-bed-met-opberglades-egeisch-blauw,"Roscoe superkingsizebed met lades, Egeïsch blauw",84900,made,114,202,70.0000,1 : H 23 x W 122 x D 221 cm<br> 2 : H 12.5 W 24 x D 13 cm<br> 3: H 13 x W 67 x D 80 cm ,Blauw,"Stof,Hout"
SOFSCT074GRY-ME,55361,scott-3-zitsbank-grijs,"Scott 3-zitsbank, grijs",109900,made,84,225,50.0000,Pakket 1:  57 x 230 x 104 cm ,Grijs,Stof
BTABRA003BLK-UK,48985,bran-handdoekenrek-zwart,"Bran handdoekenrek, zwart",7500,made,91,42,1.2000,0,Zwart,Metaal
BSTWAF002PNK-NL,51722,waffle-kingsize-dekbedset-van-100-katoen-zachtroze-nl,"Waffle 100% katoenen  dekbedset, kingsize, poe rroze",8900,made,220,240,1.7000,26 x 32 x 5 cm,Roze,
SOFVNT010BRO-UK,49415,vento-3-zitshoekbank-met-hoek-links-bruin-leer,"Vento 3-zitshoekbank met hoek links, bruin leer",199900,made,77,260,81.0000,Pakket 1: 66 x 172 x 93 cm  <br>Pakket 2: 66 x 92 x 167 cm,Bruin,Leer
SOFBRA031GRY-ME,52448,branagh-hoekbank-met-hoek-links-antracietgrijs,"Branagh hoekbank met hoek links, antracietgrijs",159900,made,76,301,96.0000,"70 x 201 x 96 cm, 70 x 105 x 186 cm",Grijs,Stof
SOFODL001BRO-UK,57870,odelle-hoekbank-met-hoek-links-lichtbruin-leer,"Odelle hoekbank met hoek links, lichtbruin leer",289900,made,76,309,128.0000,1: 53 x 204 x 97cm<br> 2: 53 x 111 x 171cm ,Bruin,Leer
SOFODL002BRO-UK,58909,odelle-hoekbank-met-hoek-rechts-lichtbruin-leer,"Odelle hoekbank met hoek rechts, lichtbruin leer",289900,made,76,309,128.0000,1: 53 x 204 x 97cm <br> 2: 53 x 111 x 171cm ,Bruin,Leer
SOFORS149BLU-ME,56776,orson-hoekbank-met-hoek-rechts-vintage-blauw-fluweel,"Orson hoekbank met hoek rechts, vintage blauw fluweel",129900,made,79,232,63.0000,Pakket 1: H 53 x B 151 x D 72 cm Pakket 2: H 72 x B 85 x D 172 cm ,Blauw,Fluweel
SOFORS150BLU-ME,56778,orson-hoekbank-met-hoek-links-vintage-blauw-fluweel,"Orson hoekbank met hoek links, vintage blauw fluweel",129900,made,79,232,63.0000,Pakket 1: H 53 x B 151 x D 72 cm Pakket 2: H 72 x B 85 x D 172 cm ,Blauw,Fluweel
SOFMIO008BLU-ME,55959,milo-hoekbank-met-hoek-links-saffierblauw-fluweel,"Milo hoekbank met hoek links, saffierblauw fluweel",139900,made,80,265,86.0000,1:56 x 164  x 98 cm 2:56 x 173 x 92 cm,Blauw,"Fluweel,Stof"
SOFJUN033BRO-UK,52283,juno-modulaire-4-zits-bank-columbus-bruin-leer,"Juno modulaire 4-zitsbank, zachtbruin leer",209900,made,66,304,82.0000,Pakket 1:70 x 92 x 92 cm  Pakket 2:70 x 92 x 92 cm  Pakket 3: 70 x 68 x 92 cm  Pakket 4: 70 x 68 x 92 cm,Bruin,Leer
SOFMNT008GRY-ME,52550,monterosso-hoekbank-met-hoek-rechts-ijzergrijs-fluweel,"Monterosso hoekbank met hoek rechts, ijzergrijs fluweel",179900,made,80,351,120.0000,Pakket 1: 61 x 155 x 96 cm  <br>Pakket 2: 61 x 159 x 96 cm  <br>Pakket 3: 61 x 228 x 96 cm,Grijs,"Fluweel,Stof"
BARSEA001BLA-UK,47879,2-x-sean-verstelbare-barkrukken-zwart,"2 x Sean verstelbare barkrukken, zwart",16900,made,104,40,13.0000,38 x 54 x 55 cm,Zwart,"Leer,Metaal"
MIRALA117ZBS-UK,52090,alana-extra-grote-staande-spiegel-80-x-180-cm-geborsteld-messing,"Alana extra grote staande spiegel, 80 x 180 cm, geborsteld messing",44900,made,80,180,31.6000,193 x 93 x 13 cm,Messing,"Messing,Metaal,Spiegel"
CUSALD003PNK-UK,51640,aldis-set-van-2-kussens-met-geometrische-print-45-x-45-cm-roze,"Aldis set van 2 kussens met geometrische print, 45 x 45 cm, roze",4900,made,45,45,1.0000,46 x 46 x 10 cm,Roze,Katoen
RUGFES001WHI-UK,39123,fes-gestikt-vloerkleed-160-x-230cm-gebroken-wit,"Fes gestikt vloerkleed 160 x 230cm, gebroken wit",49900,made,160,230,13.3000,160 x 40 x 40 cm,"Wit,Grijs",Wol
CHADOL001BLU-ME,48745,dolton-fauteuil-orleans-blauw,"Dolton fauteuil, Orleans blauw",44900,made,107,81,26.0000,Parcel 1:H91 x W76 x D80cm ,Blauw,Stof
SOFDAL026ORA-ME,55339,dallas-hoekbank-met-hoek-links-amber,"Dallas hoekbank met hoek links, amber",149900,made,83,217,52.0000,Pakket 1: 63 x 144 x 95 cm Pakket 2: 63 x 164 x 86 cm ,Neutraal,Stof
BEDSKY107PVL-ME,50302,skye-eurosuperkingsizebed-lichtroze-fluweel,"Skye eurosuperkingsizebed, lichtroze fluweel",79900,made,128 ,194,55.0000,0,Roze,"Fluweel,Stof"
SOFMNR046GRE-ME,52233,milner-slaapbank-met-opbergruimte-en-traagschuimmatras-hoek-aan-de-rechterkant-flesgroen-fluweel,"Milner slaapbank met opbergruimte en traagschuimmatras, hoek aan de rechterkant, flesgroen fluweel",149900,made,83,247,118.0000,Pakket 1: 71 x 92 x 165 cm <br>Pakket 2: 70 x 87x 157 cm  ,Groen,Fluweel
SOFMGT010YEL-ME,39078,margot-chaise-longue-met-leuning-rechts-antiekgouden-fluweel,"Margot chaise longue met leuning rechts, antiekgouden fluweel",59900,made,77,150,13.0000,0,Geel,"Fluweel,Stof"
SOFVIT032GRE-ME,20376,vittorio-hoekbankset-met-hoek-links-turkoois,"Vittorio hoekbankset met hoek links, turkoois",99900,made,81,289,75.0000,Pakket 1: 187 x 94 x 55cm <br>  Pakket 2: 106 x 153 x 55cm,Donkerturkoois,"Stof,Metaal"
STLSYR002GRY-UK,49567,2-x-syrus-barkrukken-grijs-en-messing,"2 x Syrus barkrukken, grijs en messing",14900,made,89,50,12.0000,26 x 73 x 82 cm,"Grijs,Messing","Metaal,Hout"
SETCAT004GRY-UK,40081,catania-tuintafelset-polywood,"Catania tuintafelset, polywood",159900,made,0,0,138.9000,Pakket 1: 64 x 80 x 203 cm <br> Pakket 2: 21 x 99 x 155 cm,"Neutraal,Grijs","Metaal,Hout"
CHAKER005GRE-UK,48806,keira-bureaustoel-pijnboomgroen-fluweel-en-messing-1,"Keira bureaustoel, pijnboomgroen fluweel en messing",22900,made,84,55,13.0000,58 x 58 x 58 cm,"Groen,Messing","Fluweel,Stof,Metaal"
BEDMRG039BLU-UK,50545,margot-superkingsize-bed-waterblauw-fluweel-1,"Margot superkingsize bed, waterblauw fluweel",84900,made,102,197,58.0000,0,Blauw,"Fluweel,Stof,Hout"
CLPCHI012ZCU-UK,51508,chicago-hanglamp-antiek-koper-en-goud-1,"Chicago hanglamp, antiek koper en goud",15900,made,153,55,4.2000,0,"Goud,Koper",Metaal
TLPJAK005BLU-ME,51580,jak-tafellamp-oud-mintgroen,"Jak tafellamp, oud mintgroen",4900,made,50,18,3.0000,37 x 21 x 56 cm,"Groen,Blauw",Metaal
CTBBOR001BRA-UK,55057,bortolin-salontafel-mangohout-en-messing,"Bortolin salontafel, mangohout en messing",24900,made,42,120,19.0000,Pakket 1: 10 x 125 x 55 cm,"Messing,Natural,Donker hout","Hout,Mangohout"
BEDCHL025YEL-ME,57285,charley-kingsizebed-met-opbergpoef-zinkgeel,"Charley kingsizebed met opbergpoef, zinkgeel",84900,made,124,178,38.0000,1: H 124 x W 28 x L 214 cm<br>  2: H 40 x W 15 x L 208 cm<br> 3: H 122 x  W 13 x L 204 cm<br>  4: H 95 x W 6 x L 104 cm,Geel,
BEDCHL028BLU-ME,57444,charley-kingsizebed-waterblauw-fluweel,"Charley kingsizebed, waterblauw fluweel",59900,made,125,185,51.0000,1: 107 x 28 x 182cm<br> 2: 26 x 19 x 208cm,Blauw,"Fluweel,Massief hout"
BEDELN045GRY-ME,57107,elona-kingsizebed-sneeuwgrijs,"Elona kingsizebed, sneeuwgrijs",54900,made,107,173,52.0000,1: 31 x 92 x 179cm<br> 2: 25 x 19 x 220cm,Grijs,
BEDKAN013PNE-ME,57083,made-essentials-kano-kingsizebed-met-opbergruimte-grenen,"MADE Essentials Kano kingsizebed met opbergruimte, grenen",59900,made,27,181,64.0000,1: 20 x 34.5 x 215cm<br> 2: 33 x 37 x 195cm<br> 3: 12.5 x 69 x 132.5cm,Licht hout,"Massief hout,Grenen"
SOFSCT075ORA-ME,55362,scott-3-zitsbank-amber,"Scott 3-zitsbank, amber",109900,made,84,225,50.0000,Pakket 1:  57 x 230 x 104 cm ,Neutraal,Stof
RUGPIX010MUL-UK,46937,pixelation-handgetuft-wollen-vloerkleed-160-x-230-cm-meerdere-kleuren,"Pixelation handgetuft wollen vloerkleed, 160 x 230 cm, meerdere kleuren",49900,made,160,230,17.0000,166 x 26 x 26cm,Meerkleurig,"Katoen,Wol"
BEDSTR004CPR-ME,50209,starke-kingsize-bed-koper,"Starke kingsizebed, koper",64900,made,110,159,40.0000,Pakket 1: 112 x 161 x 9 cm   <br>Pakket 2: 14 x 14 x 211 cm  ,Koper,
SOFMGT011GRE-ME,39079,margot-chaise-longue-met-leuning-rechts-bosgroen-fluweel,"Margot chaise longue met leuning links, bosgroen fluweel",59900,made,77,150,13.0000,0,Groen,"Fluweel,Stof"
CHATHM002WHI-UK,44600,2-x-thelma-eetkamerstoelen-eiken-en-wit,"2 x Thelma eetkamerstoelen, eiken en wit",18900,made,86,49,13.0000,50 x 41 x 69 cm ,"Wit,Licht hout","Eiken,Massief hout,Plastic"
SOFVNT012BRO-UK,49420,vento-3-zitshoekbank-met-hoek-rechts-bruin-leer,"Vento 3-zitshoekbank met hoek rechts, bruin leer",199900,made,77,260,81.0000,Pakket 1: 66 x 172 x 93 cm  <br>Pakket 2: 66 x 92 x 167 cm,Bruin,Leer
BEDROS28GRV-ME,51613,roscoe-kingsize-bed-pijnboomgroen-fluweel,"Roscoe kingsizebed, pijnboomgroen fluweel",59900,made,114,180,44.0000,1: H23 X W122 X L188cm<br> 2: H12.5 x W24 x L208cm,"Groen,Donker hout",
SOFBRA038GRY-ME,50914,branagh-slaapbank-parelgrijs,"Branagh slaapbank, parelgrijs",139900,made,85,224,100.0000,80 x 120 x 111 cm,Grijs,Stof
FLPBOW007ZBR-ME,57372,bow-grote-staande-lamp-messing-en-zwart-marmer-5,"Bow grote staande lamp, messing en zwart marmer",14900,made,196,150,21.0000,1: 28.0 x 40.0 x 40.0 cm 2: 10.0 x 142.0 x 41.0 cm 3:15.0 x 48.0 x 48.0 cm,Zwart,"Messing,Metaal"
SOFMAG004BLU-ME,48763,magnus-hoekbank-met-hoek-links-orleansblauw,"Magnus hoekbank met hoek links, Orleansblauw",139900,made,72,254,76.0000,Pakket 1: 33 x 107 x 87 cm <br>Pakket 2: 61 x 96 x 92 cm <br>Pakket 3: 61 x 150 x 92 cm,Blauw,Stof
DSKDCY013ZOK-UK,39193,darcey-bureau-donkergebeitst-eikenhout,"Darcey bureau, donkergebeitst eikenhout",49900,made,72.6,130.1,41.0000,142 x 75 x 31cm,Donker hout,"Eiken,Hout"
CHARTC002GRY-ME,7082,ritchie-fauteuil-parelgrijs,"Ritchie fauteuil, parelgrijs",37900,made,86,83,22.0000,85 x 87 x 65 cm,Grijs,
SOFCHO008GRY-ME,38999,chou-slaapbank-in-zwaangrijs,"Chou slaapbank, zwaangrijs",29900,made,82,210,35.0000,194 x 116 x 27cm,Grijs,Stof
CHALLE031YEL-UK,56302,2-x-lule-eetkamerstoelen-met-armleuningen-mosterdgeel-en-walnoot,"2 x Lule eetkamerstoelen met armleuningen, mosterdgeel en walnoot",32900,made,83,60,11.0000,Pakket 1: 59 x 64 x 66 cm,"Geel,Donker hout","Stof,Walnotenhout"
SOFCNR009BLA-UK,26931,connor-3-zitsbank-diepzwart-premiumleer,"Connor 3-zitsbank, zwart kwaliteitsleer",109900,made,77,210,44.0000,62 x 91 x 213cm,Zwart,Leer
SOFSCT039BLU-ME,44444,scott-grote-2-zitsbank-petrol-fluweel,"Scott grote 2-zitsbank, petrol fluweel",104900,made,84,185,42.0000,57 x 194 x 104 cm,Blauw,"Fluweel,Stof"
SOFSCT045ORA-ME,44454,scott-4-zitsbank-met-hoek-links-gebrand-oranje-katoenfluweel,"Scott 4-zitsbank met hoek links, gebrand oranje katoenfluweel",229900,made,83,259,79.0000,Pakket 1: 57 x 87 x 177 cm <br> Pakket 2: 57 x 179 x 104 cm ,Oranje,"Fluweel,Stof"
SOFFRM002GRE-ME,44952,frame-fauteuil-grasgroen-katoenfluweel,"Frame fauteuil, grasgroen katoenfluweel",74900,made,84,77,17.0000,81 x 92 x 88 cm,Groen,Fluweel
SOFDAL006BRO-UK,38609,dallas-3-zitsbank-outback-zachtbruin-premiumleer,"Dallas 3-zitsbank, lichtbruin kwaliteitsleer",159900,made,83,211,41.0000,63 x 217 x 95cm,Bruin,Leer
SOFBRA027BLU-ME,52456,branagh-hoekbank-met-hoek-rechts-elektrischblauw-fluweel,"Branagh hoekbank met hoek rechts, elektrischblauw fluweel",169900,made,76,301,96.0000,"70 x 201 x 96 cm, 70 x 105 x 186 cm",Blauw,"Fluweel,Stof"
SOFMGT089BLU-ME,57512,margot-klik-klakslaapbank-saffierblauw-fluweel,"Margot klik-klakslaapbank, saffierblauw fluweel",64900,made,80,191,34.0000,Pakket 1: H23 x B193 x D118 cm ,Blauw,Fluweel
SOFMGT090GRY-ME,57514,margot-klik-klakslaapbank-waterblauw-fluweel,"Margot klik-klakslaapbank, waterblauw fluweel",64900,made,80,191,34.0000,Pakket 1: H23 x B193 x D118 cm ,Grijs,Fluweel
SOFORS147BLU-ME,56772,orson-3-zitsslaapbank-vintage-blauw-fluweel,"Orson 3-zitsslaapbank, vintage blauw fluweel",109900,made,80,188,62.0000,Pakket 1: H 80 x B 193 x D 96 cm,"Donkerturkoois,Groen",Fluweel
STBUKA006GRY-UK,54791,ukan-nachtkastje-grijs-en-donkergebeitst-eiken,"Ukan nachtkastje, grijs en donkergebeitst eiken",17900,made,50,45,13.0000,1: H37 x W46 x L72cm,"Grijs,Donker hout","Metaal,Hout"
BEDKAN004PNE-ME,48101,made-essentials-kano-kingsizeplatformbed-grenen,"MADE Essentials Kano kingsizeplatformbed, grenen",27900,made,24,180,36.0000,23 x 36 x 235 cm,Licht hout,Hout
SOFCHO017GRE-ME,55133,chou-slaapbank-met-opbergruimte-pijnboomgroen-fluweel,"Chou slaapbank met opbergruimte, pijnboomgroen fluweel",54900,made,82,214,78.0000,Pakket 1: 38 x 189 x 115 ,Groen,Fluweel
BEDSKY066GRY-ME,46020,skye-super-kingsize-bed-180-x-200cm-met-opbergruimte-tingrijs-1,"Skye superkingsizebed met opbergruimte, 180 x 200 cm, kwartsgrijs",104900,made,128,196,116.0000,Pakket 1: 242 x 39 x 23 cm <br>Pakket 2: 194 x 13 x 132 cm <br>Pakket 3: 203 x 27 x 9 cm <br>Pakket 4: 205 x 93 x 3 cm,Grijs,Stof
DSKQUI008GRY-UK,52942,quin-bureau-grijs-en-koper,"Quin bureau, grijs en koper",49900,made,76,140,62.0000,1: H74 x W98 x D18 2: H74 x W154 x D12,Grijs,Hout
DWRNAH002BLU-UK,44991,noah-aardewerk-serviesgoed-set-van-12-tonaal-blauw-grijs,"Noah 12-delig aardewerken servies, tonaalgrijs en blauw",8900,made,0,0,9.0000,H41 x W36 x D36cm,Blauw,Aardewerk
CHAKER002GRY-ME,38303,keira-bureaustoel-wolkengrijs-en-koper,"Keira bureaustoel, wolkengrijs en koper",17900,made,84,55,13.0000,58 x 58 x 58 cm,"Grijs,Koper","Stof,Metaal"
BEDALA012ZBS-ME,37726,alana-tweepersoonsbed-140-x-200cm-messing,"Alana tweepersoonsbed 140 x 200cm, messing",49900,made,110,148,30.0000,Box 1: 11 x 112 x 153cm <br>Box 2: 14 x 14 x 201cm,Goud,"Messing,Metaal"
BENASA003GRN-UK,51310,asare-opbergbank-pijnboomgroen-en-messing,"Asare opbergbank, pijnboomgroen en messing",24900,made,44,110,11.0000,H35 x W42 x D112cm ,Groen,"Fluweel,Stof,Messing,Metaal"
BENPHA002ZDB-UK,55104,phantom-bank-hout-en-metaal,"Phantom bank, hout en metaal",42900,made,46,160,19.0000,Pakket 1: 15 x 169 x 49 cm Pakket 2: 13 x 49 x 36 cm,"Bruin,Zwart,Donker hout","Metaal,Hout"
MIRBEX004PNK-UK,55948,made-essentials-bex-ronde-gelakte-spiegel-55-cm-lichtroze,"MADE Essentials Bex ronde gelakte spiegel, 55 cm, lichtroze",5900,made,55,55,3.0000,60 x 10 x 60 cm,Roze,"Hout,Spiegel"
MIRBEX005BLU-UK,55949,made-essentials-bex-ronde-gelakte-spiegel-55-cm-tealblauw,"MADE Essentials Bex ronde gelakte spiegel, 55 cm, tealblauw",5900,made,55,55,3.0000,60 x 10 x 60 cm,"Groen,Blauw","Hout,Spiegel"
MIRBEX006BLK-UK,55951,made-essentials-bex-ovale-gelakte-spiegel-60-x-40-cm-zwart,"MADE Essentials Bex ovale gelakte spiegel, 60 x 40 cm, zwart",6900,made,60,40,2.3000,68 x 48 x 11 cm,Zwart,"Hout,Spiegel"
MIRBEX007BLK-UK,56002,made-essentials-bex-hexagon-gelakte-spiegel-78-x-68-cm-zwart,"MADE Essentials Bex hexagon gelakte spiegel, 78 x 68 cm, zwart",9900,made,78,68,6.3000,86 x 78 x 12 cm,Zwart,"Hout,Spiegel"
OTOHMN018GRY-ME,56489,hampton-kleine-ronde-opbergpoef-nachtgrijs-fluweel,"Hampton kleine ronde opbergpoef, nachtgrijs fluweel",18900,made,40,60,8.0000,1:43 x 62 x 62 cm ,Grijs,Fluweel
OTOHMN019BLU-ME,56491,hampton-kleine-ronde-opbergpoef-waterblauw-fluweel,"Hampton kleine ronde opbergpoef, waterblauw fluweel",18900,made,40,60,8.0000,1:43 x 62 x 62 cm ,Blauw,Fluweel
OTOHMN020PNK-ME,56493,hampton-kleine-ronde-opbergpoef-lichtroze-fluweel,"Hampton kleine ronde opbergpoef, lichtroze fluweel",18900,made,40,60,8.0000,1:43 x 62 x 62 cm,Roze,Fluweel
OTOHMN021BLU-ME,56496,hampton-rechthoekige-opbergpoef-waterblauw-fluweel,"Hampton rechthoekige opbergpoef, waterblauw fluweel",29900,made,40,85,10.0000,1: 44 x 86 x 48 cm,Blauw,Fluweel
OTOHMN022GRY-ME,56498,hampton-rechthoekige-opbergpoef-nachtgrijs-fluweel,"Hampton rechthoekige opbergpoef, nachtgrijs fluweel",29900,made,40,85,10.0000,1: 44 x 86 x 48 cm,Grijs,Fluweel
OTOHMN023PNK-ME,56500,hampton-rechthoekige-opbergpoef-lichtroze-fluweel,"Hampton rechthoekige opbergpoef, lichtroze fluweel",29900,made,40,85,10.0000,1: 87 x 47 x 42 cm,Roze,Fluweel
PHOUND020ZMU-UK,58066,for-the-zoo-book-to-regent-s-park-print-met-frame-1,"For the Zoo book to Regent's Park, print met frame",11900,made,69,47,2.4000,52.5 x 75 x 6cm  ,Geel,"Hout,Papier"
PHOUND022ZMU-UK,58068,whitsuntide-outings-print-met-frame-1,"Whitsuntide Outings, print met frame",11900,made,69,46.5,2.4000,52.5 x 75 x 4cm  ,Groen,"Hout,Papier"
STOBEN022ZCO-UK,55016,bendt-tijdschriftenrek-koper-1,"Bendt tijdschriftenrek, koper",2200,made,26,37,0.8600,27 cm x 38 cm x 24 cm,Koper,"Koper,Metaal"
STOBEN023ZCO-UK,55020,bendt-wandmeubel-koper-1,"Bendt wandmeubel, koper",3500,made,18,45,1.1500,46 cm x 36 cm x 19 cm,Koper,"Koper,Metaal"
STOBEN024ZCO-UK,55021,bendt-memobord-koper-1,"Bendt memobord, koper",3200,made,49.5,35,0.5000,51 cm x 36 cm x 8 cm,Koper,"Koper,Metaal"
STOBEN025ZCO-UK,55024,bendt-prullenbak-koper-1,"Bendt prullenbak, koper",2200,made,26,30,0.5500,27 cm x 31 cm x 31 cm,Koper,"Koper,Metaal"
STOMOS015BLK-UK,55017,made-essentials-moss-tijdschriftenrek-zwart-1,"MADE Essentials Moss tijdschriftenrek, zwart",1900,made,26,37,0.8600,27 cm x 38 cm x 24 cm,Zwart,Metaal
STOMOS016BLK-UK,55019,made-essentials-moss-memobord-zwart-1,"MADE Essentials Moss memobord, zwart",2500,made,49.5,35,0.5000,51 cm x 36 cm x 8 cm,Zwart,Metaal
STOMOS017BLK-UK,55022,made-essentials-moss-wandmeubel-zwart-1,"MADE Essentials Moss wandmeubel, zwart",3200,made,18,45,1.1500,46 cm x 36 cm x 19 cm,Zwart,Metaal
STOMOS018BLK-UK,55023,made-essentials-moss-prullenbak-zwart-1,"MADE Essentials Moss prullenbak, zwart",1900,made,26,30,0.5500,27 cm x 31 cm x 31 cm,Zwart,Metaal
STOPPY002ZGL-UK,57152,made-essentials-poppy-keukenrek-metaal-en-glas,"MADE Essentials Poppy keukenrek, metaal en glas",9900,made,50,50,7.0000,0,Grijs,Metaal
STLPILO01BLA-UK,2741,2-x-piloti-barkrukken-zwart,"2 x Piloti barkrukken, zwart",12900,made,100,50,5.0000,54 x 49 x 80 cm,Zwart,"Metaal,Plastic"
SOFORS139GRY-ME,47610,orson-armchair-midnight-grey-velvet-5,"Orson fauteuil, middernachtgrijs fluweel",49900,made,79,99,26.0000,72 x 104 x 96 cm ,Grijs,"Fluweel,Stof"
WRDLDG027ELM-UK,39925,ledger-kledingkast-donkere-as,"Ledger kledingkast, donkere as",74900,made,200,110,111.0000,Doos 1 - 210 x 64 x 14 cm<br> Doos 2 - 113 x 64 x 44 cm<br> Doos 3 - 153 x 59 x 13 cm,Donker hout,"Hout,Essen"
BEDANY008BLU-ME,49601,hayllar-kingsizebed-egeischblauw,"Hayllar kingsizebed, Egeïschblauw",64900,made,121,176,44.0000,0,Blauw,Stof
SOFHRM008BLU-ME,55135,herman-3-zitsbank-oceaanblauw,"Herman 3-zitsbank, oceaanblauw",64900,made,78,213,48.0000,0,Blauw,Stof
DSKJEN033OAK-UK,51446,jenson-bureau-eiken,"Jenson bureau, eiken",64900,made,76,145,38.0000,H153 x W66.5 x D40,Licht hout,"Eiken,Hout"
SOFBEC011GRY-ME,50477,becca-3-zitsbank-mergelgrijs,"Becca 3-zitsbank, mergelgrijs",84900,made,75,201,52.0000,0,Grijs,Stof
CHAJNY009GRE-ME,46773,jonny-2-seater-sofa-revival-olive-5,"Jonny 2-zitsbank, fleurig olijfgroen",39900,made,78,120,15.0000,58 x 122 x 69 cm,Groen,Stof
MIRALA116ZCO-UK,52089,alana-extra-grote-staande-spiegel-80-x-180-cm-koper,"Alana extra grote staande spiegel, 80 x 180 cm, koper",44900,made,80,180,31.6000,193 x 93 x 13 cm,Koper,"Koper,Metaal,Spiegel"
RUGSAN001YEL-UK,50429,sanlow-gestreept-groot-kleed-160-x-230-cm-mosterdgeel,"Sanlow gestreept vloerkleed, 160 x 230 cm, mosterdgeel",24900,made,160,230,10.0000,164 x 18 x 18 cm,Geel,Wol
SOFGCI014PIN-ME,44654,gracie-3-seater-sofa-vintage-pink-velvet-4,"Gracie 3-zitsbank, oudroze fluweel",99900,made,80,203,54.0000,Pakket 1: H68 x B206 x D93 cm,Roze,"Fluweel,Stof"
DWRKRI001BLU-UK,55834,krisha-12-delige-serviesset-met-reactief-glazuur-turkoois-en-houtskoolgrijs,"Krisha 12-delige serviesset met reactief glazuur, turkoois en houtskoolgrijs",11900,made,0,0,8.1200,H 41 x B 35 x T 33 cm ,"Turkoois,Grijs",Keramiek
SOFBRA039BLU-ME,50917,branagh-slaapbank-elektrischblauw-fluweel,"Branagh slaapbank, elektrischblauw fluweel",149900,made,85,224,100.0000,80 x 120 x 111 cm,Blauw,"Fluweel,Stof"
SOFMIO009BLU-ME,55968,milo-hoekbank-met-hoek-rechts-saffierblauw-fluweel,"Milo hoekbank met hoek rechts, saffierblauw fluweel",139900,made,80,265,86.0000,1:56 x 164  x 98 cm 2:56 x 173 x 92 cm,Blauw,"Fluweel,Stof"
CLPGLO012ZBR-UK,52365,globe-kleine-kroonluchter-messing-en-rookglas,"Globe kleine kroonluchter, messing en rookglas",12900,made,117,41,1.4300,44 x 44 x 35 cm,"Metallic,Grijs,Messing","Messing,Metaal,Glas"
SDBAND052BRO-UK,56656,anderson-dressoir-mangohout-2,"Anderson buffetkast, mangohout",74900,made,75,150,62.0000,1: 85 x 53 x 159cm ,"Messing,Donker hout",Mangohout
BARLLE015GRY-UK,52944,lule-barkruk-parelmoerblauw-en-smaragdgroen-2,"Lule barkruk, parelmoerblauw en Otter grijs",31900,made,94,56,9.0000,H97 x W53 x D58cm,Grijs,"Fluweel,Stof,Hout"
CTBHNLY02ZWN-UK,2981,hooper-salontafel-met-opbergruimte-walnoot,"Hooper salontafel met opbergruimte, walnoot",19900,made,45,120,20.7000,128 x 58 x 30 cm,Bruin,"Walnotenhout,Metaal,Hout"
CLPHUE013BLK-UK,49902,oro-gelaagde-hanglampenkap-zwart-en-koper,"Oro gelaagde hanglampenkap, zwart en koper",5900,made,25,50,1.0000,53 x 53 x 28 cm,"Koper,Zwart","Stof,Koper,Metaal"
SOFSCT028GRY-ME,38867,scott-3-zitsbank-petrol-fluweel,"Scott 3-zitsbank, petrol fluweel",114900,made,84,225,52.0000,0,Groen,"Fluweel,Stof"
BEDBES008GRY-ME,49444,made-essentials-besley-kingsizebed-lichtgrijs,"MADE Essentials Besley kingsizebed, lichtgrijs",37900,made,96,172,57.0000,Parcel 1: 177 x 84 x 18cm<br> Parcel 2: 208 x 18 x 15cm<br>  Parcel 3: 124 x 36 x 7cm ,Grijs,Stof
MIRBEX001BLK-UK,49528,made-essentials-bex-ronde-spiegel-55-cm-zwart,"MADE Essentials Bex ronde spiegel, 55 cm, zwart",5900,made,55,55,3.0000,60 x 10 x 60 cm ,Zwart,"Hout,Spiegel"
BEDSKY083GRY-ME,49355,skye-eurokingsizebed-met-opbergruimte-donkergrijs-fluweel,"Skye eurokingsizebed met opbergruimte, donkergrijs fluweel",112900,made,128,173,95.5000,0,Grijs,"Fluweel,Stof"
CODLUC011MGO-UK,54972,lucien-brede-ladekast-mangohout-1,"Lucien brede ladekast, mangohout",69900,made,81,120,66.0000,77 x 55 x 130 cm,"Zwart,Donker hout",Mangohout
MIRBEX011BLA-UK,55051,made-essentials-bex-grote-ronde-spiegel-76-cm-zwart,"MADE Essentials Bex grote ronde spiegel, 76 cm, zwart",12900,made,76,76,5.0000,0,Zwart,"Hout,Spiegel"
BENAND031GRY-UK,56641,anderson-bank-grijs-mangohout-and-koper,"Anderson bank, grijs mangohout and koper",24900,made,45,160,19.0000,152 x 20 x 52cm. ,"Grijs,Koper","Koper,Mangohout"
