product_id,detail_url,category,competitor,sales_price,original_price,Lichtbron,Hoogte,Breedte,Diepte,Kleur,Kap ,Hoogte Armleuning,Stof,Poten,Stoeldiepte,Zitdiepte,Stoelhoogte,Zithoogte,Zitting,Lengte,Bovendeel,Oppervlakte,Onderstel,Rughoogte,Diepte chaise longue,Zitdiepte chaise longue,Breedte: 238 cm Rygh›jde,Opmerking,Zitcomfort,Breedte armleuning,Diepte chaiselong,Zitdiepte/chaiselong,Diepte open einde,Zitdiepte open einde,Breedte armleuningen,Rygh›jde,Breedte chaiselong,Afmetingen uitgeklapt,Afmetingen Matras,Matras,Afmetingen uitegeklapt,Materialen matras,Bekleding,Armsteun,Afmetingen matras,Diepte: 96,Breedte 3 pers. deel,Breedte 2 pers. deel,Zitdiepte/chaise longue,Breedte 3 pers. met chaise.,Breedte 2 pers. Deel,Diepte Open End,Zitdiepte incl Open End,Breedte 3 pers.,Breedte 2 pers. deel met chaise,Breedte 2 « pers. deel,Breedte 2 pers. del,Breedte 2« pers. deel,Breedte 3 pers. met chais.,Kap,Kap,Kap Ø,Diameter,Productinformatie,Land van herkomst,Boog Hoogte,Voet ,Voet,Kuip
01-054-66_10931480,https://www.bolia.com/nl-nl/producten/01-054-66_10931480,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Antracit,,,Memory - Stof,"Geolied walnoot
",,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_10931507,https://www.bolia.com/nl-nl/producten/01-054-65_10931507,sofa_beds,bolia,3.538,4.718,,,195 cm,94 cm,Green,,,Novel - Stof,"Geolied walnoot
",,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_10934571,https://www.bolia.com/nl-nl/producten/01-302-36_10934571,sofa_beds,bolia,2.616,3.489,,,211 cm,92 cm,Light Grey,,,Fawn - Stof,12 cm roestvrij staal,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_12883514,https://www.bolia.com/nl-nl/producten/01-012-42_12883514,sofa_beds,bolia,2.326,3.102,,,207 cm,96 cm,Rose mel,,,Qual - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_10934463,https://www.bolia.com/nl-nl/producten/01-302-36_10934463,sofa_beds,bolia,2.789,3.719,,,211 cm,92 cm,Green,,,Fawn - Stof,12 cm witgeolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_6906048,https://www.bolia.com/nl-nl/producten/01-054-65_6906048,sofa_beds,bolia,3.915,5.221,,,195 cm,94 cm,Dark Grey,,,Laine - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-05_10594480,https://www.bolia.com/nl-nl/producten/01-076-05_10594480,sofa_beds,bolia,1.049,1.399,,,200 cm,100 cm,Grey,,,Hazel - Stof,,,100 cm,,42 cm,,,,,,,,,,,,,,,,,,,,,,Koud schuim,200 x 200 cm,,,,100x200x21 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_7781916,https://www.bolia.com/nl-nl/producten/01-054-65_7781916,sofa_beds,bolia,3.035,4.047,,,195 cm,94 cm,Sand,,,Baize - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-053-01_12224414,https://www.bolia.com/nl-nl/producten/01-053-01_12224414,sofa_beds,bolia,1.943,2.591,,,133 cm,92 cm,Grey,,,Bergo - Stof,,,57 cm,,45 cm,,,,,,82 cm,,,,,,,,,,,,,,,,Koud schuim,215 x 133 cm,,,,198x80x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_6960165,https://www.bolia.com/nl-nl/producten/01-302-36_6960165,sofa_beds,bolia,3.514,4.686,,,211 cm,92 cm,Charcoal,,,Devide - Stof,12 cm roestvrij staal,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_12228084,https://www.bolia.com/nl-nl/producten/01-302-36_12228084,sofa_beds,bolia,3.070,4.094,,,211 cm,92 cm,Beige,,,Bergo - Stof,12 cm witgeolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-053-05_7787377,https://www.bolia.com/nl-nl/producten/01-053-05_7787377,sofa_beds,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_6979741,https://www.bolia.com/nl-nl/producten/01-302-35_6979741,sofa_beds,bolia,3.342,4.457,,,211 cm,92 cm,Light Brown,,,Laine - Stof,12 cm roestvrij staal,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7430802,https://www.bolia.com/nl-nl/producten/01-012-42_7430802,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Petrol,,,London - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-053-05_12224480,https://www.bolia.com/nl-nl/producten/01-053-05_12224480,sofa_beds,bolia,2.373,3.164,,,190 cm,92 cm,Petrol,,,Bergo - Stof,,,57 cm,,45 cm,,,,,,82 cm,,,,,,,,,,,,,,,,Koud schuim,215 x 190 cm,,,,198x140x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-66_12435909,https://www.bolia.com/nl-nl/producten/01-054-66_12435909,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Dark Blue,,,Axus - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7431069,https://www.bolia.com/nl-nl/producten/01-012-42_7431069,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Rosa,,,London - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_10934583,https://www.bolia.com/nl-nl/producten/01-302-36_10934583,sofa_beds,bolia,3.514,4.686,,,211 cm,92 cm,Antracit,,,Memory - Stof,12 cm witgeolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_7781795,https://www.bolia.com/nl-nl/producten/01-054-65_7781795,sofa_beds,bolia,3.035,4.047,,,195 cm,94 cm,Dust Blue,,,Baize - Stof,"Geolied walnoot
",,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_6907589,https://www.bolia.com/nl-nl/producten/01-054-65_6907589,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Multi Grey,,,London - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_12237171,https://www.bolia.com/nl-nl/producten/01-302-35_12237171,sofa_beds,bolia,2.474,3.299,,,211 cm,92 cm,Raw Amber,,,Bergo - Stof,12 cm zwartgebeitst eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7427607,https://www.bolia.com/nl-nl/producten/01-012-42_7427607,sofa_beds,bolia,2.847,3.797,,,207 cm,96 cm,Dark Blue,,,Laine - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10878731,https://www.bolia.com/nl-nl/producten/01-012-42_10878731,sofa_beds,bolia,1.821,2.429,,,207 cm,96 cm,Antracit,,,Fawn - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_6976898,https://www.bolia.com/nl-nl/producten/01-302-35_6976898,sofa_beds,bolia,2.970,3.961,,,211 cm,92 cm,Light Grey Melange,,,Qual - Stof,12 cm roestvrij staal,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_10934540,https://www.bolia.com/nl-nl/producten/01-302-36_10934540,sofa_beds,bolia,2.789,3.719,,,211 cm,92 cm,Light Grey,,,Fawn - Stof,12 cm geolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_6964519,https://www.bolia.com/nl-nl/producten/01-302-35_6964519,sofa_beds,bolia,3.342,4.457,,,211 cm,92 cm,Dark Grey,,,Laine - Stof,12 cm geolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7427892,https://www.bolia.com/nl-nl/producten/01-012-42_7427892,sofa_beds,bolia,2.847,3.797,,,207 cm,96 cm,Dark Grey,,,Laine - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10878789,https://www.bolia.com/nl-nl/producten/01-012-42_10878789,sofa_beds,bolia,2.326,3.102,,,207 cm,96 cm,Grey/White,,,Memory - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7426692,https://www.bolia.com/nl-nl/producten/01-012-42_7426692,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Beige,,,Devide - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_12231089,https://www.bolia.com/nl-nl/producten/01-302-35_12231089,sofa_beds,bolia,2.970,3.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10878859,https://www.bolia.com/nl-nl/producten/01-012-42_10878859,sofa_beds,bolia,3.177,4.237,,,207 cm,96 cm,Grey,,,Austin - Leer,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7429571,https://www.bolia.com/nl-nl/producten/01-012-42_7429571,sofa_beds,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-05_10611607,https://www.bolia.com/nl-nl/producten/01-076-05_10611607,sofa_beds,bolia,1.364,1.819,,,200 cm,100 cm,Burgundy,,,London - Stof,,,100 cm,,42 cm,,,,,,,,,,,,,,,,,,,,,,Koud schuim,200 x 200 cm,,,,100x200x21 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_10934890,https://www.bolia.com/nl-nl/producten/01-302-35_10934890,sofa_beds,bolia,2.925,3.901,,,211 cm,92 cm,Blue,,,Novel - Stof,12 cm geolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-053-05_309,https://www.bolia.com/nl-nl/producten/01-053-05_309,sofa_beds,bolia,2.373,3.164,,,190 cm,92 cm,Light Blue,,,Nantes - Stof,,,57 cm,,45 cm,,,,,,82 cm,,,,,,,,,,,,,,,,Koud schuim,215 x 190 cm,,,,198x140x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_6963765,https://www.bolia.com/nl-nl/producten/01-302-36_6963765,sofa_beds,bolia,3.070,4.094,,,211 cm,92 cm,Dark green,,,Nantes - Stof,12 cm geolied eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-053-05_3195640,https://www.bolia.com/nl-nl/producten/01-053-05_3195640,sofa_beds,bolia,2.546,3.395,,,190 cm,92 cm,Charcoal,,,Devide - Stof,,,57 cm,,45 cm,,,,,,82 cm,,,,,,,,,,,,,,,,Koud schuim,215 x 190 cm,,,,198x140x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10878727,https://www.bolia.com/nl-nl/producten/01-012-42_10878727,sofa_beds,bolia,1.731,2.309,,,207 cm,96 cm,Antracit,,,Fawn - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_10934449,https://www.bolia.com/nl-nl/producten/01-302-35_10934449,sofa_beds,bolia,2.106,2.809,,,211 cm,92 cm,Antracit,,,Fawn - Stof,12 cm zwartgebeitst eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7430770,https://www.bolia.com/nl-nl/producten/01-012-42_7430770,sofa_beds,bolia,2.752,3.670,,,207 cm,96 cm,Petrol,,,Ritz - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10719197,https://www.bolia.com/nl-nl/producten/01-012-42_10719197,sofa_beds,bolia,2.961,3.949,,,207 cm,96 cm,Red,,,Quattro Traceable - Leer,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_12884097,https://www.bolia.com/nl-nl/producten/01-302-35_12884097,sofa_beds,bolia,2.781,3.708,,,211 cm,92 cm,Mint Melange,,,Qual - Stof,12 cm zwartgebeitst eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Schuim-Schuim,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7430232,https://www.bolia.com/nl-nl/producten/01-012-42_7430232,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Mint,,,London - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_8134645,https://www.bolia.com/nl-nl/producten/01-012-42_8134645,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Sea green,,,Qual - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-36_10662538,https://www.bolia.com/nl-nl/producten/01-302-36_10662538,sofa_beds,bolia,4.347,5.796,,,211 cm,92 cm,Brown,,,Austin - Leer,12 cm zwartgebeitst eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,182x153x6 cm,Koudschuim en bekleding in polyester en Coolmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-01_329,https://www.bolia.com/nl-nl/producten/01-076-01_329,sofa_beds,bolia,2.412,3.217,,,215 cm,107 cm,Light Grey,,,Nantes - Stof,,,75 cm,,42 cm,,,,,,86 cm,,,,,,,,,,,,,,,,Koud schuim,207 x 215 cm,,,,100x200x21 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_6979171,https://www.bolia.com/nl-nl/producten/01-302-35_6979171,sofa_beds,bolia,3.523,4.698,,,211 cm,92 cm,Light Brown,,,Laine - Stof,12 cm roestvrij staal,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7429906,https://www.bolia.com/nl-nl/producten/01-012-42_7429906,sofa_beds,bolia,2.162,2.883,,,207 cm,96 cm,Light Grey,,,Ferb - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_8131073,https://www.bolia.com/nl-nl/producten/01-054-65_8131073,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Grey,,,Pure - Stof,"Geolied walnoot
",,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_6907301,https://www.bolia.com/nl-nl/producten/01-054-65_6907301,sofa_beds,bolia,3.035,4.047,,,195 cm,94 cm,Light Grey,,,Ferb - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_6903207,https://www.bolia.com/nl-nl/producten/01-054-65_6903207,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Light Green Melange,,,Devide - Stof,Geolied eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_10741564,https://www.bolia.com/nl-nl/producten/01-054-65_10741564,sofa_beds,bolia,4.410,5.880,,,195 cm,94 cm,Red,,,Quattro Traceable - Leer,"Geolied walnoot
",,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-05_7782257,https://www.bolia.com/nl-nl/producten/01-076-05_7782257,sofa_beds,bolia,1.259,1.679,,,200 cm,100 cm,Sand,,,Baize - Stof,,,100 cm,,42 cm,,,,,,,,,,,,,,,,,,,,,,Koud schuim,200 x 200 cm,,,,100x200x21 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-053-01_3534703,https://www.bolia.com/nl-nl/producten/01-053-01_3534703,sofa_beds,bolia,2.116,2.822,,,133 cm,92 cm,Grey Melange,,,Devide - Stof,,,57 cm,,45 cm,,,,,,82 cm,,,,,,,,,,,,,,,,Koud schuim,215 x 133 cm,,,,198x80x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_7429951,https://www.bolia.com/nl-nl/producten/01-012-42_7429951,sofa_beds,bolia,2.257,3.010,,,207 cm,96 cm,Light Grey,,,Nantes - Stof,,,60 cm,,40 cm,,,,,Witgeolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_12435930,https://www.bolia.com/nl-nl/producten/01-012-42_12435930,sofa_beds,bolia,2.257,3.010,,,207 cm,96 cm,Dark Blue,,,Bergo - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_12438528,https://www.bolia.com/nl-nl/producten/01-012-42_12438528,sofa_beds,bolia,2.162,2.883,,,207 cm,96 cm,Dark Blue,,,Bergo - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_10878746,https://www.bolia.com/nl-nl/producten/01-012-42_10878746,sofa_beds,bolia,1.821,2.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_7781776,https://www.bolia.com/nl-nl/producten/01-054-65_7781776,sofa_beds,bolia,3.035,4.047,,,195 cm,94 cm,Dark Grey,,,Baize - Stof,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-66_10719177,https://www.bolia.com/nl-nl/producten/01-054-66_10719177,sofa_beds,bolia,4.410,5.880,,,195 cm,94 cm,Grey,,,Quattro Traceable - Leer,Geolied eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-66_10931517,https://www.bolia.com/nl-nl/producten/01-054-66_10931517,sofa_beds,bolia,4.888,6.518,,,195 cm,94 cm,Blue,,,Austin - Leer,Zwartgebeitst eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_7781865,https://www.bolia.com/nl-nl/producten/01-054-65_7781865,sofa_beds,bolia,3.035,4.047,,,195 cm,94 cm,Light Grey,,,Baize - Stof,Geolied eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-66_10581634,https://www.bolia.com/nl-nl/producten/01-054-66_10581634,sofa_beds,bolia,3.915,5.221,,,195 cm,94 cm,Forest Green,,,Ritz - Stof,Witgeolied eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-66_10719209,https://www.bolia.com/nl-nl/producten/01-054-66_10719209,sofa_beds,bolia,4.410,5.880,,,195 cm,94 cm,Nougat,,,Quattro Traceable - Leer,Geolied eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,238 x 195 cm,Veren,100% katoen,,198x153x14 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_12438504,https://www.bolia.com/nl-nl/producten/01-012-42_12438504,sofa_beds,bolia,2.326,3.102,,,207 cm,96 cm,Dark Blue,,,Axus - Stof,,,60 cm,,40 cm,,,,,Zwart,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Dons-Dons,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-42_8131083,https://www.bolia.com/nl-nl/producten/01-012-42_8131083,sofa_beds,bolia,2.422,3.230,,,207 cm,96 cm,Mint,,,Pure - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,Opblaasbare matras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-05_6370012,https://www.bolia.com/nl-nl/producten/01-076-05_6370012,sofa_beds,bolia,1.364,1.819,,,200 cm,100 cm,Dark Petrol,,,Devide - Stof,,,100 cm,,42 cm,,,,,,,,,,,,,,,,,,,,,,Koud schuim,200 x 200 cm,,,,100x200x21 cm,,,,,,,,,,,,,,,,,,,,,,,,
01-054-65_12246461,https://www.bolia.com/nl-nl/producten/01-054-65_12246461,sofa_beds,bolia,3.343,4.458,,,195 cm,94 cm,Green Grey,,,Axus - Stof,Geolied eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,198x153x14 cm,238 x 195 cm,Veren,100% katoen,,,,,,,,,,,,,,,,,,,,,,,,,,
01-076-10_7782257,https://www.bolia.com/nl-nl/producten/01-076-10_7782257,sofa_beds,bolia,749,999,,86 cm,215 cm,6 cm,Sand,,,Baize - Stof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-35_10741992,https://www.bolia.com/nl-nl/producten/01-302-35_10741992,sofa_beds,bolia,3.664,4.886,,,211 cm,92 cm,Nougat,,,Quattro Traceable - Leer,12 cm zwartgebeitst eiken,,57cm,,44 cm,,,,,,77 cm,,,,,Dons-Dons,,,,,,,,,211 x 230 cm,,Koudschuim Matras en bekleding in 100% polyester,,,,,182x153x6 cm,,,,,,,,,,,,,,,,,,,,,,,,
